,Paper,Area
18017,reference/db/MouraC09a	2009,
18018,reference/db/MouraC09	2009,
18019,conf/widm/2003	2003,
18020,conf/widm/2004	2004,
18021,conf/widm/LageSGL02	2002,
18022,conf/widm/VidalCA03	2003,
18023,conf/widm/VieiraRM03	2003,
18024,conf/widm/DornelesHLSM04	2004,
18025,conf/widm/VinsonHSM07	2007,
18026,conf/widm/CarvalhoS03	2003,
18027,conf/widm/MesquitaBCS07	2007,
18028,conf/widm/LageSGL02	2002,
18029,conf/widm/BarbosaSCRF05	2005,
18030,conf/widm/DornelesHLSM04	2004,
18031,conf/widm/VinsonHSM07	2007,
18032,conf/widm/LagesPPD07	2007,
18033,conf/widm/CarroSL03	2003,
18034,conf/widm/DornelesHLSM04	2004,
18035,conf/widm/VinsonHSM07	2007,
18036,conf/widm/MoroGH04	2004,
18037,conf/widm/CarroSL03	2003,
18038,conf/widm/VidalCA03	2003,
18039,conf/widm/MoroGH04	2004,
18040,conf/widm/BarbosaSCRF05	2005,
18041,conf/widm/LoscioSG03	2003,
18042,conf/amw/BessaLVZ12	2012,
18043,conf/amw/2010	2010,
18044,conf/amw/Delgado-GarciaLM14	2014,
18045,conf/amw/FerreiraTDCT09	2009,
18046,conf/amw/CasanovaBFVMS12	2012,
18047,conf/amw/SilvaC12	2012,
18048,conf/amw/CasanovaBFVMS12	2012,
18049,conf/amw/BessaLVZ12	2012,
18050,conf/amw/LopesMWO10	2010,
18051,conf/amw/LevinH10	2010,
18052,conf/amw/CasanovaBFVMS12	2012,
18053,conf/amw/CasanovaBFVMS12	2012,
18054,conf/amw/CasanovaBFVMS12	2012,
18055,conf/amw/BrandaoM12	2012,
18056,conf/amw/HoraDM10	2010,
18057,conf/amw/LopesMWO10	2010,
18058,conf/amw/FreireSLS12	2012,
18059,conf/er/2000	2000,
18060,conf/er/LaenderF93	1993,
18061,conf/er/GolgherLSR00	2000,
18062,conf/er/2007tppi	2007,
18063,conf/er/SilvaFLE02	2002,
18064,conf/er/2009	2009,
18065,conf/er/CasanovaTL90	1990,
18066,conf/er/SilvaLRG99	1999,
18067,conf/er/CasanovaCRL91	1991,
18068,conf/er/SilvaLC96	1996,
18069,conf/er/CasanovaLLBFV09	2009,
18070,conf/er/FurtadoCBB08	2008,
18071,conf/er/PiccininiLCF10	2010,
18072,conf/er/VidalSMC09	2009,
18073,conf/er/FurtadoCT87	1987,
18074,conf/er/FurtadoCBB09	2009,
18075,conf/er/FurtadoC90	1990,
18076,conf/er/HemerlyCF91	1991,
18077,conf/er/CasanovaTL90	1990,
18078,conf/er/CasanovaA83	1983,
18079,conf/er/CasanovaCRL91	1991,
18080,conf/er/SilvaLC96	1996,
18081,conf/er/TuchermanCGB89	1989,
18082,conf/er/RollandYSC09	2009,
18083,conf/er/RollandHYSC12	2012,
18084,conf/er/CappiRFS01	2001,
18085,conf/er/RossiSL99	1999,
18086,conf/er/RossiSL00	2000,
18087,conf/er/GuellSV00	2000,
18088,conf/er/MedeirosSF05	2005,
18089,conf/er/GolgherLSR00	2000,
18090,conf/er/SilvaFLE02	2002,
18091,conf/er/AhnizeretFCMS04	2004,
18092,conf/er/SilvaLC96	1996,
18093,conf/er/CasanovaLLBFV09	2009,
18094,conf/er/FurtadoCBB08	2008,
18095,conf/er/VelosoF83	1983,
18096,conf/er/PiccininiLCF10	2010,
18097,conf/er/FurtadoCT87	1987,
18098,conf/er/Furtado97	1997,
18099,conf/er/FurtadoC99	1999,
18100,conf/er/FurtadoCBB09	2009,
18101,conf/er/FurtadoC90	1990,
18102,conf/er/HemerlyCF91	1991,
18103,conf/er/FurtadoVC81	1981,
18104,conf/er/CiarliniF02	2002,
18105,conf/er/SantosNF79	1979,
18106,conf/er/GuizzardiPW11	2011,
18107,conf/er/Guizzardi10	2010,
18108,conf/er/GuizzardiMB06	2006,
18109,conf/er/GuizzardiHW02	2002,
18110,conf/er/DoerrFGH09	2009,
18111,conf/er/GuizzardiFGW13	2013,
18112,conf/er/SantosGPS09	2009,
18113,conf/er/GuizzardiWFGA13	2013,
18114,conf/er/GuizzardiW08	2008,
18115,conf/er/FerrandisPG13	2013,
18116,conf/er/CostalGG11	2011,
18117,conf/er/CastroBG11	2011,
18118,conf/er/BenevidesGBA09	2009,
18119,conf/er/FurtadoCBB08	2008,
18120,conf/er/FurtadoCBB09	2009,
18121,conf/er/AhnizeretFCMS04	2004,
18122,conf/er/GuedesV09	2009,
18123,conf/er/VelosoF83	1983,
18124,conf/er/FurtadoVC81	1981,
18125,conf/er/BastosO00	2000,
18126,conf/er/RigoO08	2008,
18127,conf/er/OliveiraLM11	2011,
18128,conf/er/2009	2009,
18129,conf/er/2009phd	2009,
18130,conf/er/GarciaLLO06	2006,
18131,conf/er/LopesMWO10	2010,
18132,conf/er/ScarinciWLZO02	2002,
18133,conf/er/CampeloB09	2009,
18134,conf/er/CostaPTBS06	2006,
18135,conf/er/HaeuslerR09	2009,
18136,conf/er/CafezeiroH07	2007,
18137,conf/er/HeuserP91	1991,
18138,conf/er/MelloH01	2001,
18139,conf/er/HeuserKO07	2007,
18140,conf/er/CamilloHM03	2003,
18141,conf/er/2009w	2009,
18142,conf/er/BarcellosF09	2009,
18143,conf/er/GuizzardiWFGA13	2013,
18144,conf/er/VidalSMC09	2009,
18145,conf/er/BaglioniMRW08	2008,
18146,conf/er/PortoMTZVS08	2008,
18147,conf/er/AlvaresBMMS07	2007,
18148,conf/er/CasanovaLLBFV09	2009,
18149,conf/er/FurtadoCBB08	2008,
18150,conf/er/FurtadoCBB09	2009,
18151,conf/er/GarciaLLO06	2006,
18152,conf/er/MedeirosSF05	2005,
18153,conf/er/CasanovaLLBFV09	2009,
18154,conf/er/VidalSMC09	2009,
18155,conf/er/VidalL99	1999,
18156,conf/er/VidalW95	1995,
18157,conf/er/LorenzattiANS09	2009,
18158,conf/er/LopesMWO10	2010,
18159,conf/er/GalanteES02	2002,
18160,conf/er/GuizzardiFGW13	2013,
18161,conf/er/GuizzardiWFGA13	2013,
18162,conf/er/LoscioS04	2004,
18163,conf/er/VidalL99	1999,
18164,conf/er/MelloH01	2001,
18165,conf/er/CamilloHM03	2003,
18166,conf/er/LongoCMS12	2012,
18167,conf/er/FiletoKPTR13	2013,
18168,conf/er/AhnizeretFCMS04	2004,
18169,conf/er/BastosO00	2000,
18170,conf/er/HeuserKO07	2007,
18171,conf/er/GuellSV00	2000,
18172,conf/msm/OliveiraLVS13	2013,
18173,conf/msm/OliveiraLVS13	2013,
18174,books/idea/becker2003/SilvaCVLR03	2003,
18175,books/idea/becker2003/SilvaCVLR03	2003,
18176,books/idea/becker2003/SchielS03	2003,
18177,books/idea/irm2005/LaenderBCMSD05	2005,
18178,books/idea/irm2005/LaenderBCMSD05	2005,
18179,conf/acl/DavisVSLM12	2012,
18180,conf/acl/DavisVSLM12	2012,
18181,conf/acl/VieiraT97	1997,
18182,conf/acl/MilidiuSD08	2008,
18183,conf/acl/SpeciaSN07	2007,
18184,conf/acl/ParaboniL98	1998,
18185,conf/acl/Robin96	1996,
18186,conf/acl/McKeownRT93	1993,
18187,conf/acl/VillavicencioIBM13	2013,
18188,conf/acl/MilidiuSD08	2008,
18189,conf/sccc/RamosBL97	1997,
18190,conf/sccc/PeresVJM01	2001,
18191,conf/sccc/VergilioMJ97	1997,
18192,conf/sccc/FabbriMMD99	1999,
18193,conf/sccc/DelamaroM99	1999,
18194,conf/sccc/OliveiraLCC07	2007,
18195,conf/sccc/Ribeiro-NetoKNSZ98	1998,
18196,conf/sccc/KalinowskiT07	2007,
18197,conf/sccc/GallindoBC97	1997,
18198,conf/sccc/MeiraFMA98	1998,
18199,conf/sccc/GiraffaV98	1998,
18200,conf/sccc/MoraesC03	2003,
18201,conf/sccc/EnembreckAS99	1999,
18202,conf/sccc/LungFM99	1999,
18203,conf/sccc/GaspariniPO11	2011,
18204,conf/sccc/LichtnowAOLPCD11	2011,
18205,conf/sccc/PernasO11	2011,
18206,conf/sccc/FabbriMMD99	1999,
18207,conf/sccc/MasieroB99	1999,
18208,conf/sccc/MoraesBJRCGM10	2010,
18209,conf/sccc/PeresVJM01	2001,
18210,conf/sccc/VergilioMJ97	1997,
18211,conf/sccc/RegolinSPV03	2003,
18212,conf/sccc/AscariV10	2010,
18213,conf/sccc/RocheWM02	2002,
18214,conf/sccc/AlvarezTWS01	2001,
18215,conf/sccc/GaspariniPO11	2011,
18216,conf/sccc/BorgesBHG11	2011,
18217,conf/sccc/GralaH97	1997,
18218,conf/sccc/HaddadCSOSM12	2012,
18219,conf/sccc/CiferriSTNM03	2003,
18220,conf/sccc/FidalgoTS02	2002,
18221,conf/sccc/CamargoE02	2002,
18222,conf/sccc/LopezD98	1998,
18223,conf/sccc/YaminABSGC02	2002,
18224,conf/sccc/CecinBG02	2002,
18225,conf/sccc/RamosGGNF03	2003,
18226,conf/sccc/YaminABSGC02	2002,
18227,conf/sccc/CecinBG02	2002,
18228,conf/sccc/RamosGGNF03	2003,
18229,conf/sccc/CiferriS01	2001,
18230,conf/sccc/FabbriMMD99	1999,
18231,conf/sccc/LealHSD10	2010,
18232,conf/sccc/DelamaroM99	1999,
18233,conf/sccc/AngelottiSAB00	2000,
18234,conf/sccc/BrittoPSK98	1998,
18235,conf/sccc/CoelhoEO99	1999,
18236,conf/sccc/IshidaP03	2003,
18237,conf/sccc/JamhourS02	2002,
18238,conf/sccc/Jamhour01	2001,
18239,conf/sccc/BouchouDALM04	2004,
18240,conf/sccc/AraujoM04	2004,
18241,conf/sccc/KrauseNM01	2001,
18242,conf/sccc/AngelottiSAB00	2000,
18243,conf/sccc/EnembreckAS99	1999,
18244,conf/sccc/AvilaAP97	1997,
18245,conf/sccc/AvilaH01	2001,
18246,conf/sccc/CiferriSTNM03	2003,
18247,conf/sccc/SchotsRWM10	2010,
18248,conf/sccc/LungFM99	1999,
18249,conf/sccc/VardanegaM99	1999,
18250,conf/sccc/BrittoPSK98	1998,
18251,conf/sccc/UrrutiaL01	2001,
18252,conf/sccc/MasieroB99	1999,
18253,conf/sccc/Ayala-RinconNLJH03	2003,
18254,conf/sccc/MaiaZ02	2002,
18255,conf/sccc/FabbriMMD99	1999,
18256,conf/sccc/SilvaP98	1998,
18257,conf/sccc/FidalgoTS02	2002,
18258,conf/sccc/CiferriS01	2001,
18259,conf/sccc/Calsavara00	2000,
18260,conf/sccc/RezendeJC12	2012,
18261,conf/sccc/CarvalhoRSCB11	2011,
18262,conf/sccc/CechinSS03	2003,
18263,conf/sccc/Ribeiro-NetoMS98	1998,
18264,conf/sccc/Friedrich97	1997,
18265,books/idea/encyclopediaDB2005/DavisBL05	2005,
18266,books/idea/doornR02/BorgesDL02	2002,
18267,books/idea/doornR02/Schiel02	2002,
18268,journals/ijprai/BragaLR00	2000,
18269,journals/ijprai/SpinaMF12	2012,
18270,journals/ijprai/BackesCB09	2009,
18271,journals/ijprai/PlotzeB09	2009,
18272,journals/ijprai/TorelliFTB10	2010,
18273,journals/ijprai/NetoMGC12	2012,
18274,journals/ijprai/LeeLGK97	1997,
18275,journals/ijprai/RochaPM12	2012,
18276,journals/ijprai/Bellon12	2012,
18277,journals/ijprai/Villamayor-VenialboLJF12	2012,
18278,journals/ijprai/Villamayor-VenialboLJF12	2012,
18279,journals/ijprai/FreitasOBA07	2007,
18280,journals/ijprai/FREITASBS04	2004,
18281,journals/ijprai/TodtT13	2013,
18282,journals/ijprai/ClimentH12	2012,
18283,conf/pts/VuongLC93	1993,
18284,conf/pts/SugetaMW04	2004,
18285,conf/pts/2010	2010,
18286,conf/pts/ParadaCFLC02	2002,
18287,conf/pts/CabralPV10	2010,
18288,conf/pts/2010	2010,
18289,conf/pts/SimaoPY09	2009,
18290,conf/pts/SimaoP08	2008,
18291,conf/pts/CabralPV10	2010,
18292,conf/pts/NunesHM09	2009,
18293,conf/pts/AlmeidaMSTV10	2010,
18294,conf/mswim/RuizSOWNL04	2004,
18295,conf/mswim/OliveiraPL07	2007,
18296,conf/mswim/SilvaMRLRW05	2005,
18297,conf/mswim/VillasGABL10	2010,
18298,conf/mswim/MachadoMLGM07	2007,
18299,conf/mswim/GuidoniML08	2008,
18300,conf/mswim/VillasBAL09	2009,
18301,conf/mswim/2005pm	2005,
18302,conf/mswim/VillasBGOAL11	2011,
18303,conf/mswim/MaiaRVBVAL13	2013,
18304,conf/mswim/AlmironGFL12	2012,
18305,conf/mswim/Loureiro12	2012,
18306,conf/mswim/MeloCALM08	2008,
18307,conf/mswim/BoukercheONL07	2007,
18308,conf/mswim/CorreiaMSSLN05	2005,
18309,conf/mswim/MiniLN04	2004,
18310,conf/mswim/MaiaGAL09	2009,
18311,conf/mswim/AquinoLFM08	2008,
18312,conf/mswim/BoukerchePA04	2004,
18313,conf/mswim/VillasGABL10	2010,
18314,conf/mswim/2007pm	2007,
18315,conf/mswim/BoukercheSAP05	2005,
18316,conf/mswim/BoukercheAV07	2007,
18317,conf/mswim/2008pm	2008,
18318,conf/mswim/2006pm	2006,
18319,conf/mswim/VillasBAL09	2009,
18320,conf/mswim/VillasBGOAL11	2011,
18321,conf/mswim/2005q	2005,
18322,conf/mswim/MartinsCWTM09	2009,
18323,conf/mswim/RochaMS00	2000,
18324,conf/mswim/ValleCAM08	2008,
18325,conf/mswim/AioffiMAM04	2004,
18326,conf/mswim/LiDPZ12	2012,
18327,conf/mswim/SouzaNO09	2009,
18328,conf/mswim/BoukercheONL07	2007,
18329,conf/mswim/RochaE00	2000,
18330,conf/mswim/SiebraSSFCCASSB07	2007,
18331,conf/mswim/ValleCAM08	2008,
18332,conf/mswim/AquinoLFM08	2008,
18333,journals/cn/GuidoniML10	2010,
18334,journals/cn/CorreiaMSLN07	2007,
18335,journals/cn/NakamuraRVOAL09	2009,
18336,journals/cn/ChansonLV93	1993,
18337,journals/cn/WickboldtBLGGB11	2011,
18338,journals/cn/WickboldtECG14	2014,
18339,journals/cn/KunstBGR11	2011,
18340,journals/cn/RendonSJG14	2014,
18341,journals/cn/CordeiroMASBGGBT09	2009,
18342,journals/cn/WongSLM03	2003,
18343,journals/cn/RossiSL99	1999,
18344,journals/cn/FacchiniHGFA13	2013,
18345,journals/cn/FigueiredoXF12	2012,
18346,journals/cn/PereiraFA09	2009,
18347,journals/cn/BatistaFMG08	2008,
18348,journals/cn/SantiF11	2011,
18349,journals/cn/BatistaF11	2011,
18350,journals/cn/AlmeidaMRZ99	1999,
18351,journals/cn/VieiraRBF12	2012,
18352,journals/cn/VieiraRBF13	2013,
18353,journals/cn/CordeiroSMBG12	2012,
18354,journals/cn/WickboldtBLGGB11	2011,
18355,journals/cn/GasparyBDA07	2007,
18356,journals/cn/LehmannSGB12	2012,
18357,journals/cn/CordeiroMASBGGBT09	2009,
18358,journals/cn/SilvaCL13	2013,
18359,journals/cn/FernandesKKMS08	2008,
18360,journals/cn/AndradeSBR09	2009,
18361,journals/cn/AioffiVMC11	2011,
18362,journals/cn/DelicatoPPR06	2006,
18363,journals/cn/RochaPDLSGS12	2012,
18364,journals/cn/PirmezCDPCPP10	2010,
18365,journals/cn/NakamuraRVOAL09	2009,
18366,journals/cn/RochaPDLSGS12	2012,
18367,journals/cn/FernandesKKMS08	2008,
18368,journals/cn/RousseauGLD99	1999,
18369,journals/cn/VieiraAAC13	2013,
18370,journals/cn/BatistaFMG08	2008,
18371,journals/cn/LaureanoMJ07	2007,
18372,journals/cn/ConciP98	1998,
18373,journals/cn/AioffiVMC11	2011,
18374,journals/cn/LaureanoMJ07	2007,
18375,journals/cn/MuraiRFS12	2012,
18376,journals/cn/FigueiredoLGKT06	2006,
18377,journals/cn/FigueiredoLMT02	2002,
18378,journals/cn/BunemanDFHT02	2002,
18379,journals/cn/MunarettoF07	2007,
18380,journals/cn/FeitosaSS12	2012,
18381,journals/cn/MeloF05	2005,
18382,journals/cn/VieiraAAC13	2013,
18383,journals/cn/KunstBGR11	2011,
18384,journals/cn/DuraesSAG10	2010,
18385,conf/sensys/LiuPHRLW12	2012,
18386,conf/sensys/SantAnnaRILT13	2013,
18387,conf/sensys/SantAnnaRILT13	2013,
18388,conf/sensys/NathLMZS06	2006,
18389,conf/lanoms/NogueiraLSMOT03	2003,
18390,conf/lanoms/SilvaRBNL05	2005,
18391,conf/lanoms/RuizBSNL03	2003,
18392,conf/lanoms/2001	2001,
18393,conf/lanoms/2005	2005,
18394,conf/lanoms/CoelhoGAT01	2001,
18395,conf/lanoms/GranvilleTCA01	2001,
18396,conf/lanoms/NeisseGAT03	2003,
18397,conf/lanoms/2009	2009,
18398,conf/lanoms/NeisseGBAT03	2003,
18399,conf/lanoms/PereiraGAT05	2005,
18400,conf/lanoms/SantosBCGT11	2011,
18401,conf/lanoms/GranvilleAT03	2003,
18402,conf/lanoms/FonsecaMN99	1999,
18403,conf/lanoms/BernalBLW99	1999,
18404,conf/lanoms/2005	2005,
18405,conf/lanoms/SanchezPG03	2003,
18406,conf/lanoms/JuniorGBCPR05	2005,
18407,conf/lanoms/GasparyC03	2003,
18408,conf/lanoms/GasparyBT01	2001,
18409,conf/lanoms/LudwigGC05	2005,
18410,conf/lanoms/SchmidtGJSK09	2009,
18411,conf/lanoms/CavalcantiSK01	2001,
18412,conf/lanoms/RochaMS99	1999,
18413,conf/lanoms/SennaSBM11	2011,
18414,conf/lanoms/2003	2003,
18415,conf/lanoms/CoelhoGAT01	2001,
18416,conf/lanoms/GranvilleTCA01	2001,
18417,conf/lanoms/NeisseGAT03	2003,
18418,conf/lanoms/NeisseGBAT03	2003,
18419,conf/lanoms/GasparyBT01	2001,
18420,conf/lanoms/PereiraGAT05	2005,
18421,conf/lanoms/SantosBCGT11	2011,
18422,conf/lanoms/GranvilleAT03	2003,
18423,conf/lanoms/2005	2005,
18424,conf/lanoms/LimaRMCASM05	2005,
18425,conf/lanoms/BoudaoudAS99	1999,
18426,conf/lanoms/CarvalhoGSA11	2011,
18427,conf/lanoms/StrassnerRSSDB07	2007,
18428,conf/lanoms/SchmidtGJSK09	2009,
18429,conf/lanoms/MesquitaNAS01	2001,
18430,conf/lanoms/KamienskiS01	2001,
18431,conf/lanoms/CavalcantiSK01	2001,
18432,conf/lanoms/MullerWW03	2003,
18433,conf/lanoms/VieiraW01	2001,
18434,conf/lanoms/WernerGBKF11	2011,
18435,conf/lanoms/XavierKW03	2003,
18436,conf/lanoms/1999	1999,
18437,conf/lanoms/CunhaAGS01	2001,
18438,conf/lanoms/CunhaS03	2003,
18439,conf/lanoms/JuniorGBCPR05	2005,
18440,conf/lanoms/PinhoA05	2005,
18441,conf/lanoms/MarquesSM07	2007,
18442,conf/lanoms/2007	2007,
18443,conf/lanoms/Sauve99	1999,
18444,conf/lanoms/SauveCASD01	2001,
18445,conf/lanoms/FernandesMD03	2003,
18446,conf/lanoms/DuarteABG09	2009,
18447,conf/lanoms/SchmelzerSSWBC11	2011,
18448,conf/lanoms/MullerWW03	2003,
18449,conf/lanoms/WestphallF99	1999,
18450,conf/lanoms/CarmoJHMS07	2007,
18451,conf/lanoms/LimaRMCASM05	2005,
18452,conf/lanoms/NogueiraSTP11	2011,
18453,conf/lanoms/DuarteABG09	2009,
18454,conf/lanoms/RocholDP01	2001,
18455,conf/lanoms/FainaPGC01	2001,
18456,conf/lanoms/PeresW09	2009,
18457,conf/lanoms/SchmelzerSSWBC11	2011,
18458,conf/lanoms/CastroNPO99	1999,
18459,conf/lanoms/BarretoDL01	2001,
18460,conf/greencom/DiazNYSL12	2012,
18461,conf/greencom/SilvaMASL12	2012,
18462,conf/greencom/RauberR12	2012,
18463,conf/greencom/DiazNYSL12	2012,
18464,journals/tc/VillasBROAL13	2013,
18465,journals/tc/OliveiraBNL09	2009,
18466,journals/tc/CotaKCHAMAL08	2008,
18467,journals/tc/LubaszewskiC98	1998,
18468,journals/tc/VillasBROAL13	2013,
18469,journals/tc/WangABGH02	2002,
18470,journals/tc/CararaCM14	2014,
18471,journals/tc/LuizPS10	2010,
18472,journals/tc/OliveiraBNL09	2009,
18473,journals/tc/VeroneseCBLV13	2013,
18474,journals/tc/BessaniCFL09	2009,
18475,journals/tc/PowellMAC95	1995,
18476,journals/tc/CararaCM14	2014,
18477,journals/tc/SimaoP10	2010,
18478,journals/tc/DahabHHLLM06	2006,
18479,journals/tc/CotaKCHAMAL08	2008,
18480,journals/tc/XuRRSZCH02	2002,
18481,journals/tc/WangABGH02	2002,
18482,journals/tc/BoukercheCMJ10	2010,
18483,journals/tc/CotaKCHAMAL08	2008,
18484,journals/tc/MonacoG02	2002,
18485,journals/jsac/AioffiMAL05	2005,
18486,journals/jsac/MachadoGMRLMN05	2005,
18487,journals/jsac/GasparySAM05	2005,
18488,journals/jsac/AioffiMAL05	2005,
18489,journals/jsac/MachadoGMRLMN05	2005,
18490,journals/jsac/MadrugaT94	1994,
18491,journals/jsac/CastroDKR02	2002,
18492,journals/pe/OliveiraBNL09	2009,
18493,journals/pe/BoukercheAS07	2007,
18494,journals/pe/GomesCAAM07	2007,
18495,journals/pe/OliveiraBNL09	2009,
18496,journals/pe/BenoitFPS04	2004,
18497,journals/pe/LoiseauGBP10	2010,
18498,journals/pe/FigueiredoLFMTW05	2005,
18499,journals/pe/MenascheFS05	2005,
18500,journals/pe/GarettoFGS07	2007,
18501,journals/pe/MenascheRSLTV10	2010,
18502,journals/pe/AlbuquerqueVS00	2000,
18503,journals/pe/MoraesF91	1991,
18504,journals/pe/MoraesF95	1995,
18505,conf/wimob/JuniorLO10	2010,
18506,conf/wimob/NogueiraBAGP13	2013,
18507,conf/wimob/PirmezJDCPP08	2008,
18508,conf/wimob/SiebraCMSS11	2011,
18509,conf/wimob/NogueiraBAGP13	2013,
18510,conf/wimob/SilvaA13	2013,
18511,conf/wimob/LopesBM11	2011,
18512,conf/wimob/CruzCG09	2009,
18513,conf/middleware/SpringerSBJEL08	2008,
18514,conf/middleware/FreitasWPL08	2008,
18515,conf/middleware/PereiraLTP08	2008,
18516,conf/middleware/ArrudaNP03	2003,
18517,conf/middleware/DetschGBC04	2004,
18518,conf/middleware/2004w2	2004,
18519,conf/middleware/2011	2011,
18520,conf/middleware/CamargoGKG04	2004,
18521,conf/middleware/2004w1	2004,
18522,conf/middleware/GoldchlegerKGF03	2003,
18523,conf/middleware/2004w3	2004,
18524,conf/middleware/FilhoMCK08	2008,
18525,conf/middleware/VidalSKK07	2007,
18526,conf/middleware/2004w4	2004,
18527,conf/middleware/SilvaEK03	2003,
18528,conf/middleware/KonRLMYMC00	2000,
18529,conf/middleware/LopesDBC08	2008,
18530,conf/middleware/BatistaCR03	2003,
18531,conf/middleware/FernandesBC04	2004,
18532,conf/middleware/BenedittoW12	2012,
18533,conf/middleware/PeschanskiBY03	2003,
18534,conf/middleware/2011mgc	2011,
18535,conf/middleware/OliveiraROSM03	2003,
18536,conf/middleware/LagoMB11	2011,
18537,conf/middleware/LopesDBC08	2008,
18538,conf/middleware/DelicatoPPC03	2003,
18539,conf/middleware/GoldchlegerKGF03	2003,
18540,conf/middleware/FingerBC08	2008,
18541,conf/middleware/RochaE07	2007,
18542,conf/middleware/RochaES08	2008,
18543,conf/middleware/2003	2003,
18544,conf/middleware/SpringerSBJEL08	2008,
18545,conf/middleware/RochaE05	2005,
18546,conf/middleware/FilhoE08	2008,
18547,conf/middleware/FilhoES07	2007,
18548,conf/middleware/SilvaEK03	2003,
18549,conf/middleware/AssuncaoWK03	2003,
18550,conf/middleware/TrintaPFR07	2007,
18551,conf/middleware/VargasDG04	2004,
18552,conf/middleware/PereiraLTP08	2008,
18553,conf/middleware/BatistaCR03	2003,
18554,conf/middleware/UrurahyR03	2003,
18555,conf/middleware/RochaAETK07	2007,
18556,conf/middleware/WangCCCVCS04	2004,
18557,conf/middleware/2004w2	2004,
18558,conf/middleware/BatistaCR03	2003,
18559,conf/middleware/2008arm	2008,
18560,conf/middleware/ReisC08	2008,
18561,conf/middleware/2007	2007,
18562,conf/middleware/VieiraR05	2005,
18563,conf/middleware/LoureiroOA05	2005,
18564,conf/middleware/FavarimSF03	2003,
18565,conf/middleware/CicerreMB04	2004,
18566,conf/middleware/CostaZG03	2003,
18567,conf/middleware/CamargoGKG04	2004,
18568,conf/middleware/FilhoMCK08	2008,
18569,conf/middleware/SoutoGVVRF04	2004,
18570,conf/middleware/SoutoGVVRF04	2004,
18571,conf/middleware/DodonovSG04	2004,
18572,conf/middleware/CostaZG03	2003,
18573,conf/middleware/TrintaPFR07	2007,
18574,conf/middleware/FleuryR03	2003,
18575,journals/anor/MateusLR01	2001,
18576,journals/anor/DuranLS02	2002,
18577,journals/anor/DuranLMS08	2008,
18578,journals/anor/DouradoRS09	2009,
18579,journals/anor/DouradoRSSST13	2013,
18580,journals/anor/MateusLR01	2001,
18581,journals/anor/SilvaRM02	2002,
18582,journals/anor/DantasFGKM11	2011,
18583,journals/anor/HellKNP05	2005,
18584,journals/anor/SantosUOM12	2012,
18585,journals/anor/AlmeidaGGGD12	2012,
18586,journals/anor/AlmeidaGGGD12	2012,
18587,journals/anor/SalesMMS14	2014,
18588,journals/anor/HellKNP05	2005,
18589,journals/anor/CostaUR12	2012,
18590,journals/anor/AndradeLM12	2012,
18591,journals/anor/AndradeLMP05	2005,
18592,journals/anor/CostaSAS14	2014,
18593,journals/anor/AlemMAF10	2010,
18594,journals/anor/PoltronierePTA08	2008,
18595,journals/anor/SantosMAS11	2011,
18596,conf/mobiwac/GuidoniBVSOL12	2012,
18597,conf/mobiwac/GoncalvesSVBE13	2013,
18598,conf/mobiwac/FonsecaNR11	2011,
18599,conf/mobiwac/CavalcantiS11	2011,
18600,conf/mobiwac/CavalcantiS12	2012,
18601,conf/mobiwac/CavalcantiS13	2013,
18602,conf/mobiwac/MouraDE08	2008,
18603,journals/procedia/SilvaRLS11	2011,
18604,journals/procedia/BittarAF12	2012,
18605,journals/procedia/KraayenbrinkKTHMMB12	2012,
18606,journals/procedia/PinheiroFMCPFPMMR12	2012,
18607,journals/procedia/AnacletoFS12	2012,
18608,journals/procedia/ZamithLKCBML10	2010,
18609,journals/procedia/RobainaKOBCM10	2010,
18610,journals/procedia/ReisRBP12	2012,
18611,journals/procedia/ZamithLKCBML10	2010,
18612,journals/procedia/RobainaKOBCM10	2010,
18613,journals/procedia/ZamithLKCBML10	2010,
18614,journals/procedia/RobainaKOBCM10	2010,
18615,conf/europar/MateusGL03	2003,
18616,conf/europar/RauberR96	1996,
18617,conf/europar/RauberRS97	1997,
18618,conf/europar/HunoldR05	2005,
18619,conf/europar/RauberRS96	1996,
18620,conf/europar/KorchR03	2003,
18621,conf/europar/PodehlRR96	1996,
18622,conf/europar/KesslerRRS10	2010,
18623,conf/europar/KorchRS10	2010,
18624,conf/europar/KorchR09	2009,
18625,conf/europar/KorchR06	2006,
18626,conf/europar/RauberR04	2004,
18627,conf/europar/Heinrich-LitanFSMR98	1998,
18628,conf/europar/KorchRR02	2002,
18629,conf/europar/RauberR95	1995,
18630,conf/europar/KorchR07	2007,
18631,conf/europar/HoffmannR07	2007,
18632,conf/europar/HoffmannR08	2008,
18633,conf/europar/HoffmannPR10	2010,
18634,conf/europar/CaceresDMSS04	2004,
18635,conf/europar/LimaMV04	2004,
18636,conf/europar/SantosN98	1998,
18637,conf/europar/BoukercheRLA04	2004,
18638,conf/europar/SilvaCH04	2004,
18639,conf/europar/SilvaCB03	2003,
18640,conf/europar/MateusGL03	2003,
18641,conf/europar/CamargosMP06	2006,
18642,conf/europar/FranciosiOSGFR07	2007,
18643,conf/europar/NevesFR12	2012,
18644,conf/europar/FerretoRH11	2011,
18645,conf/europar/FerretoRR03	2003,
18646,conf/europar/RoseH01	2001,
18647,conf/europar/CatundaRI99	1999,
18648,conf/europar/RodriguezUIC96	1996,
18649,conf/europar/LifschitzPR97	1997,
