Pkey,NGroups,Gkeys
conf/cade/KapurN86,2,"['University of New Mexico Main Campus', 'State University of New York at Albany']"
conf/cade/GeBT07,2,"['University of Iowa', 'New York University']"
conf/cade/FilliatrePS12,2,"['University of Iowa', '\xc3\x89cole Polytechnique ParisTech']"
conf/cade/FeltyGMP90,2,"['Carnegie Mellon University', 'University of Illinois at Urbana-Champaign']"
conf/cade/ErbaturKMNR13,2,"['University of New Mexico Main Campus', 'State University of New York at Albany']"
conf/cade/CostaHLS90,2,"['University of Maryland College Park', 'Northwestern University']"
conf/cade/BrilloutKRW10a,2,"['University of Oxford', 'Northeastern University']"
conf/cade/BrilloutKRW10,2,"['University of Oxford', 'Northeastern University']"
conf/cade/BaralLM90,2,"['Arizona State University', 'University of Maryland College Park']"
conf/cade/BachmairGLS92,2,"['State University of New York at Stony Brook', 'Boston University']"
conf/caap/PelinG86,2,"['University of Pennsylvania', 'Florida International University']"
conf/caap/MakedonPS83,2,"['University of California-Berkeley', 'University of Texas at Dallas']"
conf/caan/KothariSTZ04,2,"['University of California-Santa Barbara', 'Tufts University']"
conf/caan/DallAstaABVV04,2,"['Indiana University at Bloomington', 'Northeastern University']"
conf/ca/OBrienH95,2,"['Carnegie Mellon University', 'University of California-Berkeley']"
conf/ca/MetoyerH03,2,"['Carnegie Mellon University', 'Oregon State University']"
conf/ca/MaesDBP95,2,"['University of Rochester', 'University of California-Berkeley']"
conf/ca/KokkevisMB96,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of Pennsylvania']"
conf/ca/KakadiarisM98,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of Houston']"
conf/ca/HuhMB01,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of Pennsylvania']"
conf/ca/GoldensteinLM98,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'Universidade Estadual de Campinas']"
conf/ca/GarciaSGF00,2,"['University of Massachusetts Amherst', 'Universidade Federal do Rio de Janeiro']"
conf/cases/StittVGL00,2,"['University of California-Riverside', 'University of California-Irvine']"
conf/cases/ZhangPSB02,2,"['Georgia Institute of Technology', 'Universidade Federal de Pernambuco']"
conf/cases/ZimmerHKTW07,2,"['Florida State University', 'University of Kansas']"
conf/cc/GuptaMZ02,2,"['University of California-Riverside', 'University of Pittsburgh Pittsburgh Campus']"
conf/cc/DuesterwaldGS94,2,"['University of California-Riverside', 'University of Virginia']"
conf/cc/DuesterwaldGS92,2,"['University of California-Riverside', 'University of Virginia']"
conf/cc/BalakrishnanGRT05,2,"['University of Wisconsin-Madison', 'Cornell University']"
conf/cc/AckermannRMS15,2,"['University of Massachusetts Amherst', 'University of Oregon']"
conf/cbsq/VincenziMDSW03,2,"['University of Texas at Dallas', 'USP - S\xc3\xa3o Carlos']"
conf/cbse/GarciaLDSAFM06,2,"['Universidade Federal de Pernambuco', 'USP - S\xc3\xa3o Carlos']"
conf/cbse/2011,2,"['Tufts University', 'University of Texas at Dallas']"
conf/cbms/WangTWOG11,2,"['Iowa State University', 'University of North Texas']"
conf/cbms/SyedLCG06,2,"['Massachusetts Institute of Technology', 'University of Michigan-Ann Arbor']"
conf/cbms/StanekTWONMG11,2,"['Iowa State University', 'University of North Texas']"
conf/cbms/OnsongoXGC08,2,"['University of Minnesota-Twin Cities', 'University of Cambridge']"
conf/cbms/MacedoPLP07,2,"['Universidade Federal do Cear\xc3\xa1', 'Pontif\xc3\xadcia Universidade Cat\xc3\xb3lica do Rio de Janeiro']"
conf/cbms/KontosMG05,2,"['University of Pennsylvania', 'Temple University']"
conf/cbms/GuliatoOT10,2,"['USP - S\xc3\xa3o Carlos', 'Universidade Federal de Uberl\xc3\xa2ndia']"
conf/cbms/GoswamiHGFK04,2,"['University of South Florida', 'Carnegie Mellon University']"
conf/cbms/FerreiraPTTAPC10,2,"['USP - S\xc3\xa3o Carlos', 'Universidade Federal de Uberl\xc3\xa2ndia']"
conf/cbms/AnnibalFCC10,2,"['USP - S\xc3\xa3o Carlos', 'Universidade Federal de S\xc3\xa3o Carlos']"
conf/cav/dAmorimR05,2,"['University of Illinois at Urbana-Champaign', 'Universidade Federal de Pernambuco']"
conf/cav/ZhengMM01,2,"['University of South Florida', 'Brigham Young University']"
conf/cav/YannakakisL93,2,"['Columbia University In The City of New York', 'Ohio State University Main Campus']"
conf/cav/YangLBCCDO08,2,"['University of Oxford', 'Imperial College London']"
conf/cav/XieDIP03,2,"['University of California-Santa Barbara', 'Washington State University']"
conf/cav/TanC02,2,"['University of Maryland College Park', 'Washington State University']"
conf/cav/SongPP01,2,"['ETH Zurich', 'University of California-Berkeley']"
conf/cav/SokolskyS95,2,"['State University of New York at Stony Brook', 'University of Pennsylvania']"
conf/cav/SokolskyS94,2,"['State University of New York at Stony Brook', 'University of Pennsylvania']"
conf/cav/SenVA05,2,"['University of Illinois at Urbana-Champaign', 'University of California-Berkeley']"
conf/cc/GuptaB99,2,"['University of California-Riverside', 'University of California-Berkeley']"
conf/cc/KastrinisS13,2,"['University of Massachusetts Amherst', 'University of Oregon']"
conf/cav/SenV06,2,"['University of Illinois at Urbana-Champaign', 'University of California-Berkeley']"
conf/cc/LiberatoreFK99,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'Case Western Reserve University']"
conf/cccg/BoseGLOSU93,2,"['Stanford University', 'Tufts University']"
conf/cccg/BorradaileE12,2,"['University of California-Irvine', 'Oregon State University']"
conf/cccg/BiedlDDLLORSTW98,2,"['Massachusetts Institute of Technology', 'University of Massachusetts Amherst']"
conf/cccg/BernDEK99,2,"['Massachusetts Institute of Technology', 'University of California-Irvine']"
conf/cccg/BenbernouDDHIST07,2,"['Massachusetts Institute of Technology', 'Tufts University']"
conf/cccg/BarequetBCDDILSSTW10,2,"['Massachusetts Institute of Technology', 'Tufts University']"
conf/cccg/BajajPHN98,2,"['University of Texas at Austin', 'University of Utah']"
conf/cccg/BabikovSW97,2,"['Tufts University', 'Ohio State University Main Campus']"
conf/cccg/ArkinBMMRSS93,2,"['University of Maryland College Park', 'Tufts University']"
conf/cccg/AloupisDMOST02,2,"['Massachusetts Institute of Technology', 'University of Massachusetts Amherst']"
conf/cccg/AloupisDLMOST04,2,"['Massachusetts Institute of Technology', 'University of Massachusetts Amherst']"
conf/cccg/AichholzerDEHOST00,2,"['Massachusetts Institute of Technology', 'University of Illinois at Urbana-Champaign']"
conf/cccg/AichholzerADDFHLSW13,2,"['Massachusetts Institute of Technology', 'University of North Carolina at Chapel Hill']"
conf/cccg/AichholzerADDDHLRSSW11,2,"['Massachusetts Institute of Technology', 'Tufts University']"
conf/cccg/AgarwalKS97,2,"['Duke University', 'University of California-Santa Barbara']"
conf/cccg/AbelDDISU14,2,"['Massachusetts Institute of Technology', 'University of North Carolina at Chapel Hill']"
conf/cc/ZhaoCS09,2,"['University of Virginia', 'University of Pittsburgh Pittsburgh Campus']"
conf/cc/ZhangG02,2,"['University of California-Riverside', 'University of Pittsburgh Pittsburgh Campus']"
conf/cc/WykMBK02,2,"['University of Oxford', 'University of Minnesota-Twin Cities']"
conf/cc/TokGL06,2,"['University of Texas at Austin', 'Tufts University']"
conf/cc/ShirakoSFPRSS12,2,"['Ohio State University Main Campus', 'Rice University']"
conf/cc/RyderSKGS00,2,"['Virginia Polytechnic Institute and State University', 'Rutgers The State University of New Jersey New Brunswick Campus']"
conf/cc/RountevR01,2,"['Virginia Polytechnic Institute and State University', 'Ohio State University Main Campus']"
conf/cc/RelePOG02,2,"['University of California-Riverside', 'Georgia Institute of Technology']"
conf/cc/NystromCM03,2,"['Cornell University', 'George Washington University']"
conf/cc/NeculaMRW02,2,"['University of California-Berkeley', 'University of Virginia']"
conf/cc/MisurdaCRCS05,2,"['University of Virginia', 'University of Pittsburgh Pittsburgh Campus']"
conf/cav/SenVA04,2,"['University of Illinois at Urbana-Champaign', 'University of California-Berkeley']"
conf/cav/RamakrishnanRSDDRV00,2,"['State University of New York at Stony Brook', 'University of Illinois at Chicago']"
conf/cassis/RodriguezDHR04,2,"['University of Nebraska - Lincoln', 'Kansas State University']"
conf/cav/ClarkeGJLV00,2,"['Carnegie Mellon University', 'University of Wisconsin-Madison']"
conf/cav/ChaudhuriS12,2,"['Rice University', 'Massachusetts Institute of Technology']"
conf/cav/ChaudhuriS11,2,"['Rice University', 'Massachusetts Institute of Technology']"
conf/cav/CernyRZCA10,2,"['University of Pennsylvania', 'Rice University']"
conf/cav/CamposCM97,2,"['Carnegie Mellon University', 'Universidade Federal de Minas Gerais']"
conf/cav/BuyM90,2,"['University of Illinois at Chicago', 'University of Massachusetts Amherst']"
conf/cav/BultanGP97,2,"['University of California-Santa Barbara', 'University of Maryland College Park']"
conf/cav/BordiniFPVW03,2,"['University of Oxford', 'Universidade Federal do Rio Grande do Sul']"
conf/cav/BhatCG01,2,"['University of Maryland College Park', 'Oregon State University']"
conf/cav/BaslerMWK09,2,"['University of Oxford', 'Northeastern University']"
conf/cav/BarrettT07,2,"['University of Iowa', 'New York University']"
conf/cav/BarrettMS05,2,"['University of Iowa', 'New York University']"
conf/cav/BarrettFGHPZ05,2,"['University of Illinois at Chicago', 'New York University']"
conf/cav/BarrettCDHJKRT11,2,"['University of Iowa', 'New York University']"
conf/cav/BalakrishnanRKLLMGYCT05,2,"['University of Wisconsin-Madison', 'Cornell University']"
conf/cav/AvruninBC91,2,"['University of Massachusetts Amherst', 'University of Illinois at Chicago']"
conf/cav/AronsEFMMSSTVZ05,2,"['Rice University', 'University of Illinois at Chicago']"
conf/cav/AlurTM03,2,"['University of Pennsylvania', 'University of Illinois at Urbana-Champaign']"
conf/cav/AlurMN05,2,"['University of Pennsylvania', 'University of Illinois at Urbana-Champaign']"
conf/cav/AlurIKY92,2,"['University of Pennsylvania', 'Columbia University In The City of New York']"
conf/cav/AlurGM00,2,"['University of Pennsylvania', 'State University of New York at Stony Brook']"
conf/cav/AlurEY01,2,"['University of Pennsylvania', 'Columbia University In The City of New York']"
conf/cav/AdlerASFLRR06,2,"['University of California-Santa Cruz', 'Universidade Federal de Campina Grande']"
conf/cav/2000,2,"['University of Illinois at Chicago', 'University of Texas at Austin']"
conf/cats/DantasFFKNP10,2,"['Universidade Federal do Rio de Janeiro', 'Universidade Federal Fluminense']"
conf/cata/RaicuRSZ02,2,"['Illinois Institute of Technology', 'Wayne State University']"
conf/cata/LiuSXQ09,2,"['University of Texas at Dallas', 'Wright State University Main Campus']"
conf/cata/HarrisLRTGH09,2,"['University of Pennsylvania', 'University of Connecticut']"
conf/cav/ClarkeFJ93,2,"['Carnegie Mellon University', 'University of Wisconsin-Madison']"
conf/cav/ClarkeMCH96,2,"['Carnegie Mellon University', 'Universidade Federal de Minas Gerais']"
conf/cav/MoserMRKD96,2,"['University of California-Santa Barbara', 'Michigan State University']"
conf/cav/CourcoubetisVWY90,2,"['Rice University', 'Columbia University In The City of New York']"
conf/cav/MihailP94,2,"['University of California-Berkeley', 'Georgia Institute of Technology']"
conf/cav/Mador-HaimMSMAOAMSW12,2,"['University of Pennsylvania', 'University of Cambridge']"
conf/cav/LongBCJM94,2,"['Carnegie Mellon University', 'University of Wisconsin-Madison']"
conf/cav/LiangRTBD14,2,"['University of Iowa', 'New York University']"
conf/cav/LeeR94,2,"['University of Pennsylvania', 'University of Connecticut']"
conf/cav/KuttyRMDM93,2,"['University of California-Santa Barbara', 'Michigan State University']"
conf/cav/KroeningOSWW11,2,"['University of Oxford', 'Northeastern University']"
conf/cav/KaufmannMP98,2,"['University of Oxford', 'University of Texas at Austin']"
conf/cav/KanadeAIRSS09,2,"['University of Pennsylvania', 'University of Colorado at Boulder']"
conf/cav/KaiserKW10,2,"['University of Oxford', 'Northeastern University']"
conf/cav/JoshiNPS09,2,"['University of California-Berkeley', 'Georgia Institute of Technology']"
conf/cav/JhalaMR11,2,"['University of California-Los Angeles', 'University of California-San Diego']"
conf/cav/ImmermanV97,2,"['Rice University', 'University of Massachusetts Amherst']"
conf/cav/ImmermanRRSY04,2,"['University of Wisconsin-Madison', 'University of Massachusetts Amherst']"
conf/cav/HenzingerJMQ03,2,"['University of California-Los Angeles', 'University of California-San Diego']"
conf/cav/HadareanBJBT14,2,"['University of Iowa', 'New York University']"
conf/cav/GrocePY02,2,"['Columbia University In The City of New York', 'Oregon State University']"
conf/cav/GroceKL04,2,"['University of Oxford', 'Oregon State University']"
conf/cav/GligoricMSEM14,2,"['University of California-Los Angeles', 'University of Illinois at Urbana-Champaign']"
conf/cav/FlanaganJOS03,2,"['University of California-Santa Cruz', 'Kansas State University']"
conf/cav/EmersonS95,2,"['University of Illinois at Chicago', 'University of Texas at Austin']"
conf/cav/EmersonS93,2,"['University of Illinois at Chicago', 'University of Texas at Austin']"
conf/cav/EmersonMSS90,2,"['University of Texas at Austin', 'University of Illinois at Chicago']"
conf/cav/EmersonJS93,2,"['University of Illinois at Chicago', 'University of Texas at Austin']"
conf/cav/DwyerHHR05,2,"['University of Nebraska - Lincoln', 'Kansas State University']"
conf/cav/DilligDC14,2,"['Rice University', 'College of William and Mary']"
conf/cav/DangIBKS00,2,"['University of California-Santa Barbara', 'Washington State University']"
conf/apbc/SwensonATM08,2,"['University of New Mexico Main Campus', 'University of South Carolina Columbia']"
conf/apbc/DasGuptaJM08,2,"['University of Connecticut', 'University of Illinois at Chicago']"
conf/dcc/HoangLV94,2,"['Purdue University Main Campus', 'University of Kansas']"
conf/aaai/McCallumPDW06,2,"['University of Massachusetts Amherst', 'University of Rochester']"
conf/aaai/NeimanHLS94,2,"['Carnegie Mellon University', 'University of Massachusetts Amherst']"
conf/aaai/NauKK82,2,"['University of Minnesota-Twin Cities', 'University of Maryland College Park']"
conf/aaai/MuthiahHAMGKR15,2,"['Virginia Polytechnic Institute and State University', 'University of Maryland College Park']"
conf/aaai/MurthyKSB93,2,"['Temple University', 'University of Maryland College Park']"
conf/aaai/MostermanZB98,2,"['University of Washington', 'Vanderbilt University']"
conf/aaai/MitchellSKKSW83,2,"['Carnegie Mellon University', 'Rutgers The State University of New Jersey New Brunswick Campus']"
conf/aaai/MitchellCHTBCMG15,2,"['Carnegie Mellon University', 'Universidade Federal de S\xc3\xa3o Carlos']"
conf/aaai/MirzasoleimanBK15,2,"['California Institute of Technology', 'ETH Zurich']"
conf/aaai/MiklerHW96,2,"['Iowa State University', 'University of North Texas']"
conf/aaai/MeuleauHKPKDB98,2,"['Massachusetts Institute of Technology', 'University of Pittsburgh Pittsburgh Campus']"
conf/aaai/MeiriPD90,2,"['University of California-Los Angeles', 'University of California-Irvine']"
conf/aaai/McKeownFRST92,2,"['Columbia University In The City of New York', 'Universidade Federal de Pernambuco']"
conf/aaai/McGuinnessFRW00,2,"['Rensselaer Polytechnic Institute', 'Stanford University']"
conf/aaai/McAllesterSK97,2,"['Cornell University', 'University of Rochester']"
conf/aaai/SandholmGC05,2,"['Carnegie Mellon University', 'Duke University']"
conf/aaai/MayerSGW13,2,"['University of Michigan-Ann Arbor', 'Brown University']"
conf/aaai/MaoPC13,2,"['Carnegie Mellon University', 'Harvard University']"
conf/aaai/MahadevanMFO06,2,"['University of Massachusetts Amherst', 'Duke University']"
conf/aaai/MagerkoLAKS04,2,"['University of Michigan-Ann Arbor', 'Georgia Institute of Technology']"
conf/aaai/MaesDBP94,2,"['University of Rochester', 'University of California-Berkeley']"
conf/aaai/LongZYX08,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
conf/aaai/LongZY07,2,"['University of Illinois at Chicago', 'State University of New York at Binghamton']"
conf/aaai/LoftinMPTLHR14,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'North Carolina State University']"
conf/aaai/LiCYSJ07,2,"['University of Michigan-Ann Arbor', 'University of California-Santa Cruz']"
conf/aaai/LetchfordMCPI12,2,"['Duke University', 'Georgia Institute of Technology']"
conf/aaai/LesterP96,2,"['North Carolina State University', 'University of Texas at Austin']"
conf/aaai/LesserHKRWZ98,2,"['University of Massachusetts Amherst', 'University of North Carolina at Charlotte']"
conf/aaai/LentLBHHST99,2,"['University of Michigan-Ann Arbor', 'Massachusetts Institute of Technology']"
conf/aaai/NikolovaK08,2,"['Massachusetts Institute of Technology', 'Texas A & M University']"
conf/aaai/OatesJ99,2,"['University of Maryland Baltimore County', 'University of Massachusetts Amherst']"
conf/aaai/OhtaIYMCS06,2,"['Carnegie Mellon University', 'Duke University']"
conf/aaai/OommenIRK86,2,"['Florida International University', 'Louisiana State University and Agricultural and Mechanical College']"
conf/aaai/RoumeliotisM00,2,"['University of Southern California', 'University of Minnesota-Twin Cities']"
conf/aaai/RosensteinFPSG05,2,"['University of Massachusetts Amherst', 'University of Oklahoma Norman Campus']"
conf/aaai/RosenbloomLN87,2,"['University of Michigan-Ann Arbor', 'University of Southern California']"
conf/aaai/RosenbloomL86,2,"['University of Michigan-Ann Arbor', 'University of Southern California']"
conf/aaai/RoseL86,2,"['Arizona State University', 'Duke University']"
conf/aaai/RobinM93,2,"['Columbia University In The City of New York', 'Universidade Federal de Pernambuco']"
conf/aaai/RobertsBCI07,2,"['Georgia Institute of Technology', 'North Carolina State University']"
conf/aaai/RivestS88,2,"['Massachusetts Institute of Technology', 'University of Illinois at Chicago']"
conf/aaai/RisslandS80,2,"['University of Michigan-Ann Arbor', 'University of Massachusetts Amherst']"
conf/aaai/RiloffWP05,2,"['University of Pittsburgh Pittsburgh Campus', 'University of Utah']"
conf/aaai/RiloffL92,2,"['University of Utah', 'University of Massachusetts Amherst']"
conf/aaai/RasmussenH96,2,"['Johns Hopkins University', 'University of Delaware']"
conf/aaai/RaghavanJFTK12,2,"['Oregon State University', 'Tufts University']"
conf/aaai/PorterK84,2,"['University of Texas at Austin', 'University of California-Irvine']"
conf/aaai/PonceK90,2,"['University of Illinois at Urbana-Champaign', 'University of California-San Diego']"
conf/aaai/PlangprasopchokLG10a,2,"['University of Maryland College Park', 'University of Southern California']"
conf/aaai/PlangprasopchokLG10,2,"['University of Maryland College Park', 'University of Southern California']"
conf/aaai/PickettKLM13,2,"['New York University', 'University of Michigan-Ann Arbor']"
conf/aaai/PentneyPBK07,2,"['University of Washington', 'University of Rochester']"
conf/aaai/PengR86,2,"['University of Maryland College Park', 'University of Maryland Baltimore County']"
conf/aaai/PeeblesLLCC10,2,"['Dartmouth College', 'Cornell University']"
conf/aaai/PazzaniDF86,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of California-Los Angeles']"
conf/aaai/ParkesU00a,2,"['Harvard University', 'University of Pennsylvania']"
conf/aaai/ParkesU00,2,"['Harvard University', 'University of Pennsylvania']"
conf/aaai/ParkesP13,2,"['Harvard University', 'Carnegie Mellon University']"
conf/aaai/ParkerFT06,2,"['Oregon State University', 'University of Rochester']"
conf/aaai/OrtizK00,2,"['Massachusetts Institute of Technology', 'State University of New York at Stony Brook']"
conf/aaai/LeeLP08,2,"['University of Texas at Austin', 'Arizona State University']"
conf/aaai/LeakeKW97,2,"['Indiana University at Bloomington', 'University of North Carolina at Charlotte']"
conf/aaai/LeakeKW96,2,"['Indiana University at Bloomington', 'University of North Carolina at Charlotte']"
conf/aaai/JoshiKTFR13,2,"['Oregon State University', 'Tufts University']"
conf/aaai/IntilleB99,2,"['Georgia Institute of Technology', 'Northeastern University']"
conf/aaai/HuangSK99,2,"['Cornell University', 'University of Rochester']"
conf/aaai/HuangKMORRW94,2,"['Stanford University', 'University of California-Berkeley']"
conf/aaai/HortyTT87,2,"['Carnegie Mellon University', 'University of Michigan-Ann Arbor']"
conf/aaai/HorswillB88,2,"['Massachusetts Institute of Technology', 'Northwestern University']"
conf/aaai/Holland-MinkleyBC99,2,"['Massachusetts Institute of Technology', 'Cornell University']"
conf/aaai/HirshMP97,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of Illinois at Urbana-Champaign']"
conf/aaai/Hayes-RothBLHABCDJ86,2,"['University of Pittsburgh Pittsburgh Campus', 'University of Washington']"
conf/aaai/HauptmannYW88,2,"['Carnegie Mellon University', 'University of Colorado at Boulder']"
conf/aaai/HasanRB15,2,"['Universidade Federal do Rio Grande do Sul', 'University of North Carolina at Charlotte']"
conf/aaai/HansenZ98,2,"['University of Massachusetts Amherst', 'Mississippi State University']"
conf/aaai/HansenZ96,2,"['University of Massachusetts Amherst', 'Mississippi State University']"
conf/aaai/HansenBZ04,2,"['University of Massachusetts Amherst', 'Mississippi State University']"
conf/aaai/HammondD04,2,"['Massachusetts Institute of Technology', 'Texas A & M University']"
conf/aaai/HaghighiDK07,2,"['University of California-Berkeley', 'University of Massachusetts Amherst']"
conf/aaai/GunterNPS91,2,"['University of Illinois at Urbana-Champaign', 'Rice University']"
conf/aaai/GuestrinVK02,2,"['Stanford University', 'Carnegie Mellon University']"
conf/aaai/GratchD92,2,"['University of Southern California', 'University of Illinois at Urbana-Champaign']"
conf/aaai/GratchCD94,2,"['University of Southern California', 'University of Illinois at Urbana-Champaign']"
conf/aaai/GrantKW10,2,"['University of Oxford', 'University of Maryland College Park']"
conf/aaai/GopalakrishnanHBS94,2,"['University of Pittsburgh Pittsburgh Campus', 'Rice University']"
conf/aaai/GomesSK98,2,"['Cornell University', 'University of Rochester']"
conf/aaai/GolovinKGCM11,2,"['California Institute of Technology', 'ETH Zurich']"
conf/aaai/GogateD08,2,"['University of California-Irvine', 'University of Texas at Dallas']"
conf/aaai/GogateD07,2,"['University of California-Irvine', 'University of Texas at Dallas']"
conf/aaai/GoelSC87,2,"['Georgia Institute of Technology', 'Ohio State University Main Campus']"
conf/aaai/GmytrasiewiczDW91,2,"['University of Michigan-Ann Arbor', 'University of Illinois at Chicago']"
conf/aaai/JardinsL13,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of Maryland Baltimore County']"
conf/aaai/JosyulaDMSAOSP10,2,"['University of Maryland Baltimore County', 'University of Maryland College Park']"
conf/aaai/LathropSRDPCST98,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'University of California-Irvine']"
conf/aaai/KaczmarekNBHMWWW86,2,"['University of California-Berkeley', 'University of Southern California']"
conf/aaai/LaneK02,2,"['Massachusetts Institute of Technology', 'University of New Mexico Main Campus']"
conf/aaai/LairdRN84,2,"['University of Michigan-Ann Arbor', 'University of Southern California']"
conf/aaai/LairdR90,2,"['University of Michigan-Ann Arbor', 'University of Southern California']"
conf/aaai/KumarK83,2,"['University of Minnesota-Twin Cities', 'University of Maryland College Park']"
conf/aaai/KrauseH08,2,"['California Institute of Technology', 'ETH Zurich']"
conf/aaai/KorfZ00,2,"['University of California-Los Angeles', 'Washington University In St. Louis']"
conf/aaai/KollerH96,2,"['Cornell University', 'Stanford University']"
conf/aaai/KolaitisV00,2,"['Rice University', 'University of California-Santa Cruz']"
conf/aaai/KolaitisP88,2,"['University of California-Berkeley', 'University of California-Santa Cruz']"
conf/aaai/KoenigZTBKMK08,2,"['University of Southern California', 'University of Alabama']"
conf/aaai/KoenigTLMKKKMJ06,2,"['University of Southern California', 'University of California-Los Angeles']"
conf/aaai/KoenigS99,2,"['Rensselaer Polytechnic Institute', 'University of Southern California']"
conf/aaai/KoenigS96,2,"['University of Southern California', 'Carnegie Mellon University']"
conf/aaai/KoenigS93,2,"['University of Southern California', 'Carnegie Mellon University']"
conf/aaai/KoenigL02,2,"['University of Southern California', 'University of Pennsylvania']"
conf/aaai/KlavinsRZ98,2,"['Case Western Reserve University', 'University of Washington']"
conf/aaai/KiblerP83,2,"['University of Texas at Austin', 'University of California-Irvine']"
conf/aaai/KhardonR94a,2,"['University of Illinois at Urbana-Champaign', 'Tufts University']"
conf/aaai/KhardonR94,2,"['University of Illinois at Urbana-Champaign', 'Tufts University']"
conf/aaai/KenderK80,2,"['Carnegie Mellon University', 'Columbia University In The City of New York']"
conf/aaai/KautzSM96,2,"['Cornell University', 'University of Rochester']"
conf/aaai/KautzSCKR94,2,"['Cornell University', 'University of Rochester']"
conf/aaai/KautzS96,2,"['Cornell University', 'University of Rochester']"
conf/aaai/KautzS94,2,"['Cornell University', 'University of Rochester']"
conf/aaai/KautzS92,2,"['Cornell University', 'University of Rochester']"
conf/aaai/KautzHRGS02,2,"['Cornell University', 'University of Rochester']"
conf/aaai/KambhampatiN94,2,"['Arizona State University', 'University of Maryland College Park']"
conf/aaai/RybskiSWG97,2,"['University of Minnesota-Twin Cities', 'University of Iowa']"
conf/aaai/SandholmL96,2,"['Carnegie Mellon University', 'University of Massachusetts Amherst']"
conf/aose/NunesNKL08,2,"['Pontif\xc3\xadcia Universidade Cat\xc3\xb3lica do Rio de Janeiro', 'Universidade Federal do Rio Grande de Norte']"
conf/aaaiss/HonavarC08,2,"['Iowa State University', 'Kansas State University']"
conf/aaaiss/VenturaMC08,2,"['Imperial College London', 'Brigham Young University']"
conf/aaaiss/SzekelyMNRSBFGHKB06,2,"['Vanderbilt University', 'University of Southern California']"
conf/aaaiss/SiMR08,2,"['Georgia Institute of Technology', 'University of Southern California']"
conf/aaaiss/ShellM11,2,"['Texas A & M University', 'Rice University']"
conf/aaaiss/RobertsNI09,2,"['North Carolina State University', 'Georgia Institute of Technology']"
conf/aaaiss/RieckenRPW12,2,"['Columbia University In The City of New York', 'University of North Carolina at Charlotte']"
conf/aaaiss/ParsonsSSLR13,2,"['North Carolina State University', 'University of California-Davis']"
conf/aaaiss/NicolovSLM06,2,"['University of Colorado at Boulder', 'University of Pennsylvania']"
conf/aaaiss/LeeL06,2,"['University of Texas at Austin', 'Arizona State University']"
conf/aaaiss/KozarevaHR09,2,"['University of Southern California', 'University of Utah']"
conf/aaaiss/JiangYJTKLS12,2,"['University of Southern California', 'Carnegie Mellon University']"
conf/aaaiss/HorswillHLV08a,2,"['Florida International University', 'Northwestern University']"
conf/aaaiss/HorswillHLV08,2,"['Florida International University', 'Northwestern University']"
conf/aaaiss/DuttaS10,2,"['University of Michigan-Ann Arbor', 'New York University']"
conf/aaai/SandholmS00,2,"['Carnegie Mellon University', 'University of California-Santa Barbara']"
conf/aaaiss/DiasHBJAVSR06,2,"['Carnegie Mellon University', 'Northwestern University']"
conf/aaaiss/ClarkP07,2,"['University of Cambridge', 'University of Oxford']"
conf/aaaiss/ChoudhuryKK09,2,"['University of Rochester', 'Cornell University']"
conf/aaaiss/ChangGKR09,2,"['University of North Carolina at Charlotte', 'Tufts University']"
conf/aaaiss/BouguettayaGYZLM06,2,"['Virginia Polytechnic Institute and State University', 'Wayne State University']"
conf/aaaiss/BetteridgeCHHLMW09,2,"['Carnegie Mellon University', 'Universidade Federal de S\xc3\xa3o Carlos']"
conf/aaaiss/BethelM09,2,"['Texas A & M University', 'Mississippi State University']"
conf/aaaiss/BarthelemyCE05,2,"['Rutgers The State University of New Jersey New Brunswick Campus', 'Georgia Institute of Technology']"
conf/aaaiss/BaralGS05,2,"['Arizona State University', 'Texas Tech University']"
conf/aaaiss/ArgallBV09,2,"['Carnegie Mellon University', 'Northwestern University']"
conf/aaaiss/AndersonSOPJWW07,2,"['University of Maryland Baltimore County', 'University of Maryland College Park']"
conf/aaaifs/TrivediLSS11,2,"['Arizona State University', 'Tufts University']"
conf/aaaifs/ShatkayNNHRSTSJBIK12,2,"['University of Delaware', 'Brown University']"
conf/aaaiss/VenturaMC08a,2,"['Imperial College London', 'Brigham Young University']"
conf/aaaiss/WeitznerABHHKMSW06,2,"['Rensselaer Polytechnic Institute', 'Massachusetts Institute of Technology']"
conf/aaaiss/WilliamsTMWBFD08,2,"['Carnegie Mellon University', 'Duke University']"
conf/aadebug/KumarCS05,2,"['University of Virginia', 'University of Pittsburgh Pittsburgh Campus']"
conf/accv/YangWFP09,2,"['ETH Zurich', 'University of North Carolina at Chapel Hill']"
conf/accv/WangWYDT14,2,"['University of California-Los Angeles', 'University of Illinois at Urbana-Champaign']"
