	Name	Link	NPubs_list	NCits_list	ShortName
433	IEEE Transactions on Information Theory	/Journal/433/tit-ieee-transactions-on-information-theory	14742	388008	TIT
209	Communications of The ACM	/Journal/209/cacm-communications-of-the-acm	13103	361278	CACM
25	IEEE Transactions on Pattern Analysis and Machine Intelligence	/Journal/25/pami-ieee-transactions-on-pattern-analysis-and-machine-intelligence	5382	348095	PAMI
8447	Journal of The Acoustical Society of America	/Journal/8447/j-acoust-soc-amer-journal-of-the-acoustical-society-of-america	179097	322347	J ACOUST SOC AMER
416	Proceedings of The IEEE	/Journal/416/pieee-proceedings-of-the-ieee	17069	259305	PIEEE
431	IEEE Transactions on Communications	/Journal/431/tcom-ieee-transactions-on-communications	12788	244276	TCOM
278	Bioinformatics/computer Applications in The Biosciences	/Journal/278/bioinformatics-bioinformatics-computer-applications-in-the-biosciences	7352	227784	BIOINFORMATICS
902	Mathematics of Computation	/Journal/902/math-comput-mathematics-of-computation	13260	210367	Math. Comput.
16	IEEE Journal on Selected Areas in Communications	/Journal/16/jsac-ieee-journal-on-selected-areas-in-communications	5895	193484	JSAC
828	European Journal of Operational Research	/Journal/828/ejor-european-journal-of-operational-research	14782	189522	EJOR
18	IEEE Transactions on Computers	/Journal/18/tc-ieee-transactions-on-computers	8635	186424	TC
854	IEEE Transactions on Signal Processing	/Journal/854/tsp-ieee-transactions-on-signal-processing	12416	185353	TSP
242	Artificial Intelligence	/Journal/242/ai-artificial-intelligence	3408	170189	AI
28	IEEE Transactions on Systems, Man, and Cybernetics	/Journal/28/tsmc-ieee-transactions-on-systems-man-and-cybernetics	8277	165157	TSMC
215	Sigplan Notices	/Journal/215/sigplan-sigplan-notices	9705	157208	SIGPLAN
27	IEEE Transactions on Software Engineering	/Journal/27/tse-ieee-transactions-on-software-engineering	3916	156846	TSE
89	Journal of The ACM	/Journal/89/jacm-journal-of-the-acm	3035	152996	JACM
11	IEEE Computer	/Journal/11/computer-ieee-computer	8908	141965	COMPUTER
800	Automatica	/Journal/800/automatica	7982	134737	
670	IEEE Transactions on Image Processing	/Journal/670/ieee-transactions-on-image-processing	5568	129146	
269	Theoretical Computer Science	/Journal/269/tcs-theoretical-computer-science	10165	125942	TCS
299	Computing Research Repository	/Journal/299/corr-computing-research-repository	26079	120384	CORR
373	International Journal of Computer Vision	/Journal/373/ijcv-international-journal-of-computer-vision	2146	117978	IJCV
677	IEEE Transactions on Neural Networks	/Journal/677/ieee-transactions-on-neural-networks	3498	114191	
294	Computer Communication Review	/Journal/294/ccr-computer-communication-review	2867	112585	CCR
5438	International Journal for Numerical Methods in Engineering	/Journal/5438/int-j-numer-method-eng-international-journal-for-numerical-methods-in-engineering	9052	111629	INT J NUMER METHOD ENG
1005	Operations Research	/Journal/1005/operations-research	5538	111562	
147	Siam Journal on Computing	/Journal/147/siamcomp-siam-journal-on-computing	3325	110726	SIAMCOMP
253	Sigmod Record	/Journal/253/sigmod-record	3886	109076	
359	Fuzzy Sets and Systems	/Journal/359/fss-fuzzy-sets-and-systems	7213	107619	FSS
418	Pattern Recognition	/Journal/418/pr-pattern-recognition	5796	106578	PR
4498	Computer Methods in Applied Mechanics and Engineering	/Journal/4498/comput-method-appl-mech-eng-computer-methods-in-applied-mechanics-and-engineering	7840	105467	COMPUT METHOD APPL MECH ENG
1041	IEEE Communications Magazine	/Journal/1041/ieee-commun-mag-ieee-communications-magazine	5695	105029	IEEE Commun. Mag.
183	Neural Computation	/Journal/183/neco-neural-computation	2847	103687	NECO
7	IEEE/ACM Transactions on Networking	/Journal/7/ton-ieee-acm-transactions-on-networking	2733	98764	TON
157	Machine Learning	/Journal/157/ml-machine-learning	1751	94562	ML
210	ACM Computing Surveys	/Journal/210/csur-acm-computing-surveys	1508	92987	CSUR
40	Information and Computation/information and Control	/Journal/40/iandc-information-and-computation-information-and-control	4350	86244	IANDC
667	IEEE Transactions on Computer-aided Design of Integrated Circuits and Systems	/Journal/667/ieee-transactions-on-computer-aided-design-of-integrated-circuits-and-systems	4636	84142	TCAD
903	Mathematical Programming	/Journal/903/mathematical-programming	4088	80226	
225	ACM Transactions on Graphics	/Journal/225/tog-acm-transactions-on-graphics	1961	80048	TOG
913	Neural Networks	/Journal/913/neural-networks	3403	73595	
850	IEEE Transactions on Circuits and Systems for Video Technology	/Journal/850/tcsv-ieee-transactions-on-circuits-and-systems-for-video-technology	2746	68967	TCSV
468	ACM Siggraph Computer Graphics	/Journal/468/acm-siggraph-computer-graphics	2551	68924	
423	Siam Journal on Applied Mathematics	/Journal/423/siamam-siam-journal-on-applied-mathematics	5321	68465	SIAMAM
102	Journal of Computer and System Sciences	/Journal/102/jcss-journal-of-computer-and-system-sciences	2952	65163	JCSS
454	ACM Sigarch Computer Architecture News	/Journal/454/acm-sigarch-computer-architecture-news	3073	65101	
190	Operating Systems Review	/Journal/190/sigops-operating-systems-review	2540	63502	SIGOPS
46	Information Processing Letters	/Journal/46/ipl-information-processing-letters	7047	62758	IPL
5362	IEEE Transactions on Robotics and Automation	/Journal/5362/ieee-trans-robotics-automat-ieee-transactions-on-robotics-and-automation	1407	62304	IEEE TRANS ROBOTICS AUTOMAT
350	Discrete Mathematics	/Journal/350/dm-discrete-mathematics	12647	61041	DM
22	IEEE Transactions on Knowledge and Data Engineering	/Journal/22/tkde-ieee-transactions-on-knowledge-and-data-engineering	2743	61005	TKDE
200	ACM Transactions on Programming Languages and Systems	/Journal/200/toplas-acm-transactions-on-programming-languages-and-systems	1134	60552	TOPLAS
17	IEEE Software	/Journal/17/software-ieee-software	4066	58919	SOFTWARE
75	International Journal of Human-computer Studies / International Journal of Man-machine Studies	/Journal/75/ijmms-international-journal-of-human-computer-studies-international-journal-of-man-machine	3199	58111	IJMMS
81	International Journal of Robotic Research	/Journal/81/ijrr-international-journal-of-robotic-research	2138	58040	IJRR
98	Journal of Combinatorial Theory	/Journal/98/jct-journal-of-combinatorial-theory	6738	57909	JCT
419	Pattern Recognition Letters	/Journal/419/prl-pattern-recognition-letters	4807	56740	PRL
5409	International Journal of Control	/Journal/5409/int-j-contr-international-journal-of-control	8567	55915	INT J CONTR
796	Applied Mathematics and Computation	/Journal/796/amc-applied-mathematics-and-computation	12474	55416	AMC
222	ACM Transactions on Database Systems	/Journal/222/tods-acm-transactions-on-database-systems	1069	54499	TODS
4503	Computers & Structures	/Journal/4503/comput-struct-computers-&-structures	9533	53944	COMPUT STRUCT
26	IEEE Transactions on Parallel and Distributed Systems	/Journal/26/tpds-ieee-transactions-on-parallel-and-distributed-systems	2744	53898	TPDS
855	IEEE Transactions on Wireless Communications	/Journal/855/twc-ieee-transactions-on-wireless-communications	4344	53392	TWC
346	Graphical Models /graphical Models and Image Processing /computer Vision, Graphics, and Image Processing	/Journal/346/cvgip-graphical-models-graphical-models-and-image-processing-computer-vision-graphics-and	2505	51068	CVGIP
48	Information Sciences	/Journal/48/isci-information-sciences	5419	50402	ISCI
929	Siam Journal on Scientific Computing	/Journal/929/siam-journal-on-scientific-computing	2781	49867	
804	BMC Bioinformatics	/Journal/804/bmc-bioinformatics	4808	49601	
3	Ibm Journal of Research and Development	/Journal/3/ibmrd-ibm-journal-of-research-and-development	3712	49335	IBMRD
414	IEEE Computer Graphics and Applications	/Journal/414/cga-ieee-computer-graphics-and-applications	3344	48935	CGA
221	ACM Transactions on Computer Systems	/Journal/221/tocs-acm-transactions-on-computer-systems	519	48441	TOCS
968	Computers & Chemical Engineering	/Journal/968/computers-&-chemical-engineering	6083	47847	
669	IEEE Transactions on Fuzzy Systems	/Journal/669/tfs-ieee-transactions-on-fuzzy-systems	1578	47597	TFS
182	Computer Networks and Isdn Systems	/Journal/182/cn-computer-networks-and-isdn-systems	2050	45346	CN
815	Computers & Operations Research	/Journal/815/cor-computers-&-operations-research	3933	44798	CoR
318	Discrete Applied Mathematics	/Journal/318/dam-discrete-applied-mathematics	5516	44096	DAM
160	Computational Linguistics	/Journal/160/coli-computational-linguistics	1386	43458	COLI
402	Mathematics of Operations Research	/Journal/402/mor-mathematics-of-operations-research	2048	43301	MOR
337	IEEE Transactions on Reliability	/Journal/337/tr-ieee-transactions-on-reliability	5110	43260	TR
141	Journal of The American Society for Information Science and Technology	/Journal/141/jasis-journal-of-the-american-society-for-information-science-and-technology	3216	41545	JASIS
293	Computer-aided Design	/Journal/293/cad-computer-aided-design	7325	40646	CAD
4501	Computer Networks	/Journal/4501/comput-netw-computer-networks	2649	40341	COMPUT NETW
485	ACM Sigsoft Software Engineering Notes	/Journal/485/acm-sigsoft-software-engineering-notes	5017	40247	
813	Computer Vision and Image Understanding	/Journal/813/cviu-computer-vision-and-image-understanding	1653	39973	CVIU
31	Image and Vision Computing	/Journal/31/ivc-image-and-vision-computing	2727	39393	IVC
126	Journal of Machine Learning Research	/Journal/126/jmlr-journal-of-machine-learning-research	1182	38879	JMLR
932	Signal Processing	/Journal/932/signal-processing	5689	38832	
1045	IEEE Communications Letters	/Journal/1045/ieee-commun-lett-ieee-communications-letters	4060	38813	IEEE Commun. Lett.
130	Journal of Parallel and Distributed Computing	/Journal/130/jpdc-journal-of-parallel-and-distributed-computing	3143	37986	JPDC
829	Expert Systems With Applications	/Journal/829/eswa-expert-systems-with-applications	6954	37963	ESWA
20	IEEE Transactions on Evolutionary Computation	/Journal/20/tec-ieee-transactions-on-evolutionary-computation	874	37381	TEC
4496	Computers & Mathematics With Applications	/Journal/4496/comput-math-appl-computers-&-mathematics-with-applications	8840	36915	COMPUT MATH APPL
198	Sigmetrics Performance Evaluation Review	/Journal/198/sigmetrics-sigmetrics-performance-evaluation-review	2956	35683	SIGMETRICS
355	Electronic Notes in Theoretical Computer Science	/Journal/355/entcs-electronic-notes-in-theoretical-computer-science	6047	35408	ENTCS
51	ACM Transactions on Information Systems	/Journal/51/tois-acm-transactions-on-information-systems	661	35285	TOIS
259	Software - Practice and Experience	/Journal/259/spe-software-practice-and-experience	3244	35175	SPE
168	ACM Transactions on Mathematical Software	/Journal/168/toms-acm-transactions-on-mathematical-software	1553	34869	TOMS
4	Ibm Systems Journal	/Journal/4/ibmsj-ibm-systems-journal	1770	34559	IBMSJ
137	Journal of Symbolic Logic	/Journal/137/jsyml-journal-of-symbolic-logic	11767	33844	JSYML
5507	Journal of Dynamic Systems Measurement and Control-transactions of The Asme	/Journal/5507/j-dyn-syst-meas-contr-journal-of-dynamic-systems-measurement-and-control-transactions-of-the-asme	2995	33723	J DYN SYST MEAS CONTR
45	Information Processing and Management	/Journal/45/ipm-information-processing-and-management	3344	33383	IPM
379	Neurocomputing	/Journal/379/ijon-neurocomputing	5189	33263	IJON
979	Information Systems Research	/Journal/979/isr-information-systems-research	649	32792	ISR
297	The Computer Journal	/Journal/297/cj-the-computer-journal	3893	32742	CJ
811	Computer Physics Communications	/Journal/811/computer-physics-communications	11668	31663	
234	Algorithmica	/Journal/234/algorithmica	2189	31629	
90	Journal of Algorithms	/Journal/90/jal-journal-of-algorithms	1533	31378	JAL
406	IEEE Network	/Journal/406/network-ieee-network	1197	31372	NETWORK
952	Annals of Operations Research	/Journal/952/annals-or-annals-of-operations-research	3638	31345	Annals OR
694	IEEE Transactions on Very Large Scale Integration Systems	/Journal/694/vlsi-ieee-transactions-on-very-large-scale-integration-systems	2447	31228	VLSI
296	Computer Graphics Forum	/Journal/296/cgf-computer-graphics-forum	2814	31069	CGF
14	IEEE Expert / IEEE Intelligent Systems	/Journal/14/expert-ieee-expert-ieee-intelligent-systems	2155	30925	EXPERT
820	Decision Support Systems	/Journal/820/dss-decision-support-systems	2646	30794	DSS
1070	IEEE Transactions on Speech and Audio Processing	/Journal/1070/ieee-sap-ieee-transactions-on-speech-and-audio-processing	892	30120	IEEE SAP
295	Computer Communications	/Journal/295/comcom-computer-communications	6016	30033	COMCOM
401	IEEE Micro	/Journal/401/micro-ieee-micro	2490	30017	MICRO
93	Journal of Artificial Intelligence Research	/Journal/93/jair-journal-of-artificial-intelligence-research	669	29678	JAIR
29	IEEE Transactions on Visualization and Computer Graphics	/Journal/29/tvcg-ieee-transactions-on-visualization-and-computer-graphics	1808	29224	TVCG
10661	Information & Management	/Journal/10661/inform-management-information-&-management	1651	28917	INFORM MANAGEMENT
319	Discrete & Computational Geometry	/Journal/319/dcg-discrete-&-computational-geometry	2072	28509	DCG
136	Journal of Symbolic Computation	/Journal/136/jsc-journal-of-symbolic-computation	2287	28028	JSC
1065	Siam Journal on Control and Optimization	/Journal/1065/siam-siam-journal-on-control-and-optimization	1612	27836	SIAM
275	Wireless Networks	/Journal/275/winet-wireless-networks	1265	27834	WINET
924	Robotics and Autonomous Systems	/Journal/924/ras-robotics-and-autonomous-systems	1942	26832	RaS
927	Scientometrics	/Journal/927/scientometrics	3381	26747	
909	Mobile Computing and Communications Review	/Journal/909/mccr-mobile-computing-and-communications-review	618	26655	MCCR
138	Journal of Systems and Software	/Journal/138/jss-journal-of-systems-and-software	3166	26539	JSS
228	Acta Informatica	/Journal/228/acta-acta-informatica	1722	26312	ACTA
1044	IEEE Personal Communications	/Journal/1044/ieee-pers-commun-ieee-personal-communications	411	25922	IEEE Pers. Commun.
996	Transportation Science	/Journal/996/transportation-science	1507	25742	
5400	International Journal of Advanced Manufacturing Technology	/Journal/5400/int-j-adv-manuf-technol-international-journal-of-advanced-manufacturing-technology	6186	25352	INT J ADV MANUF TECHNOL
15	IEEE Internet Computing	/Journal/15/internet-ieee-internet-computing	2341	25279	INTERNET
199	Science of Computer Programming	/Journal/199/scp-science-of-computer-programming	1562	25161	SCP
390	Journal of Computational Biology	/Journal/390/jcb-journal-of-computational-biology	1231	25104	JCB
936	Speech Communication	/Journal/936/speech-communication	2132	25052	
361	International Journal of Geographical Information Science	/Journal/361/gis-international-journal-of-geographical-information-science	1640	24993	GIS
4494	Computers & Industrial Engineering	/Journal/4494/comput-ind-eng-computers-&-industrial-engineering	4275	24851	COMPUT IND ENG
808	Computational Statistics & Data Analysis	/Journal/808/cs&da-computational-statistics-&-data-analysis	4524	24718	CS&DA
286	Combinatorica	/Journal/286/combinatorica	1681	24520	
194	Parallel Computing	/Journal/194/pc-parallel-computing	2526	24359	PC
181	Networks	/Journal/181/networks	1844	24344	
4488	Computers & Geosciences	/Journal/4488/comput-geosci-computers-&-geosciences	4342	24240	COMPUT GEOSCI
233	Ai Magazine	/Journal/233/aim-ai-magazine	1360	24222	AIM
17650	Siam Journal on Scientific and Statistical Computing	/Journal/17650/siam-journal-on-scientific-and-statistical-computing	867	23741	
92	Journal of Approximation Theory	/Journal/92/jat-journal-of-approximation-theory	4977	23632	JAT
403	Computers & Graphics	/Journal/403/cg-computers-&-graphics	3251	22911	CG
24	IEEE Transactions on Mobile Computing	/Journal/24/tmc-ieee-transactions-on-mobile-computing	1096	22580	TMC
55	Informs Journal on Computing	/Journal/55/informs-informs-journal-on-computing	1041	22528	INFORMS
463	ACM Sigcse Bulletin	/Journal/463/acm-sigcse-bulletin	8392	22066	
413	Operations Research Letters	/Journal/413/orl-operations-research-letters	2512	21956	ORL
5188	Control Engineering Practice	/Journal/5188/control-eng-practice-control-engineering-practice	2856	21499	CONTROL ENG PRACTICE
847	IEEE Design & Test of Computers	/Journal/847/ieee-d&toc-ieee-design-&-test-of-computers	1904	21400	IEEE D&ToC
918	Teleoperators and Virtual Environments	/Journal/918/presence-teleoperators-and-virtual-environments	989	21139	Presence
325	Evolutionary Computation	/Journal/325/ec-evolutionary-computation	587	20839	EC
907	Microelectronics Reliability	/Journal/907/microelectronics-reliability	24614	20798	
1779	PLOS Computational Biology	/Journal/1779/plos-comput-biol-plos-computational-biology	3687	20053	PLOS COMPUT BIOL
435	IEEE Transactions on Multimedia	/Journal/435/tmm-ieee-transactions-on-multimedia	1332	19975	TMM
328	Formal Aspects of Computing	/Journal/328/fac-formal-aspects-of-computing	1037	19965	FAC
279	Bit Numerical Mathematics	/Journal/279/bit-bit-numerical-mathematics	2789	19760	BIT
303	Computing	/Journal/303/computing	4430	19733	
152	Data Mining and Knowledge Discovery	/Journal/152/datamine-data-mining-and-knowledge-discovery	585	19727	DATAMINE
371	Computer Aided Geometric Design	/Journal/371/cagd-computer-aided-geometric-design	1385	19649	CAGD
1031	Journal of Global Optimization	/Journal/1031/journal-of-global-optimization	1814	19380	
4572	Medical Image Analysis	/Journal/4572/med-image-anal-medical-image-analysis	732	19154	MED IMAGE ANAL
305	Concurrency and Computation: Practice and Experience	/Journal/305/concurrency-concurrency-and-computation-practice-and-experience	1683	18444	CONCURRENCY
50	Information Systems	/Journal/50/is-information-systems	1701	18284	IS
149	Siam Journal on Discrete Mathematics	/Journal/149/siamdm-siam-journal-on-discrete-mathematics	1699	18086	SIAMDM
197	Performance Evaluation	/Journal/197/pe-performance-evaluation	1948	18027	PE
123	The Journal of Logic and Algebraic Programming	/Journal/123/jlp-the-journal-of-logic-and-algebraic-programming	696	17928	JLP
202	Queueing Systems - Theory and Applications	/Journal/202/questa-queueing-systems-theory-and-applications	1806	17889	QUESTA
274	The Vldb Journal	/Journal/274/vldb-the-vldb-journal	630	17785	VLDB
896	Journal of Graph Theory	/Journal/896/jgt-journal-of-graph-theory	2695	17709	JGT
871	International Journal of Systems Science	/Journal/871/ijsysc-international-journal-of-systems-science	6225	17641	IJSySc
4493	Computers in Human Behavior	/Journal/4493/comput-hum-behav-computers-in-human-behavior	2128	17568	COMPUT HUM BEHAV
106	Journal of Cryptology	/Journal/106/joc-journal-of-cryptology	460	17485	JOC
969	Computers & Education	/Journal/969/computers-&-education	2796	17433	
794	Applied Mathematics Letters	/Journal/794/applied-mathematics-letters	4621	17350	
153	Data & Knowledge Engineering	/Journal/153/dke-data-&-knowledge-engineering	1520	17255	DKE
356	Environmental Modelling and Software	/Journal/356/envsoft-environmental-modelling-and-software	1862	17138	ENVSOFT
858	Ieice Transactions	/Journal/858/ieice-ieice-transactions	10993	17039	IEICE
334	Lecture Notes in Computer Science	/Journal/334/lncs-lecture-notes-in-computer-science	1016	16955	LNCS
10776	Journal of The American Society for Information Science	/Journal/10776/j-amer-soc-inform-sci-journal-of-the-american-society-for-information-science	2367	16944	J AMER SOC INFORM SCI
41	Information & Software Technology	/Journal/41/infsof-information-&-software-technology	2898	16867	INFSOF
1028	International Journal of High Performance Computing Applications	/Journal/1028/ijhpca-international-journal-of-high-performance-computing-applications	952	16725	IJHPCA
330	Future Generation Computer Systems	/Journal/330/fgcs-future-generation-computer-systems	2130	16517	FGCS
226	ACM Transactions on Software Engineering and Methodology	/Journal/226/tosem-acm-transactions-on-software-engineering-and-methodology	332	16395	TOSEM
875	The Journal of Artificial Societies and Social Simulation	/Journal/875/jasss-the-journal-of-artificial-societies-and-social-simulation	368	16374	JASSS
696	IEEE Wireless Communications	/Journal/696/ieee-wireless-communications	885	16363	
208	Autonomous Robots	/Journal/208/arobots-autonomous-robots	979	16345	AROBOTS
273	The Visual Computer	/Journal/273/vc-the-visual-computer	1809	16304	VC
173	Mobile Networks and Applications	/Journal/173/monet-mobile-networks-and-applications	1082	16208	MONET
999	Computers in Industry	/Journal/999/computers-in-industry	2522	16094	
1061	Siam Journal on Optimization	/Journal/1061/siamjo-siam-journal-on-optimization	863	16090	SIAMJO
67	International Journal of Approximate Reasoning	/Journal/67/ijar-international-journal-of-approximate-reasoning	1398	16026	IJAR
5103	Applied Ergonomics	/Journal/5103/appl-ergon-applied-ergonomics	2998	15984	APPL ERGON
4525	Human-computer Interaction	/Journal/4525/human-computer-interaction	342	15811	
5668	Mechanism and Machine Theory	/Journal/5668/mech-mach-theor-mechanism-and-machine-theory	3258	15641	MECH MACH THEOR
170	Theory of Computing Systems / Mathematical Systems Theory	/Journal/170/mst-theory-of-computing-systems-mathematical-systems-theory	1825	15628	MST
280	Briefings in Bioinformatics	/Journal/280/bib-briefings-in-bioinformatics	603	15575	BIB
1032	Knowledge Engineering Review	/Journal/1032/ker-knowledge-engineering-review	898	15493	KER
810	Computer Methods and Programs in Biomedicine	/Journal/810/cmpb-computer-methods-and-programs-in-biomedicine	2625	15284	CMPB
70	International Journal of Computer Mathematics	/Journal/70/ijcm-international-journal-of-computer-mathematics	4308	15218	IJCM
95	Journal of Automated Reasoning	/Journal/95/jar-journal-of-automated-reasoning	1194	14821	JAR
244	Artificial Intelligence in Medicine	/Journal/244/artmed-artificial-intelligence-in-medicine	1274	14456	ARTMED
812	Computer Speech & Language	/Journal/812/computer-speech-&-language	715	14440	
203	Random Structures and Algorithms	/Journal/203/rsa-random-structures-and-algorithms	1228	14401	RSA
103	Journal of Computer-mediated Communication	/Journal/103/jcmc-journal-of-computer-mediated-communication	820	14358	JCMC
664	IEEE Pervasive Computing	/Journal/664/ieee-pervasive-computing	667	14328	
4487	Computers & Fluids	/Journal/4487/comput-fluids-computers-&-fluids	2466	14297	COMPUT FLUIDS
220	ACM Transactions on Computer-human Interaction	/Journal/220/tochi-acm-transactions-on-computer-human-interaction	356	14257	TOCHI
59	International Journal of Intelligent Systems	/Journal/59/ijis-international-journal-of-intelligent-systems	1560	14204	IJIS
789	Advances in Engineering Software	/Journal/789/aes-advances-in-engineering-software	2895	14181	AES
329	Fundamenta Informaticae	/Journal/329/fuin-fundamenta-informaticae	2215	14149	FUIN
5366	IEEE-ASME Transactions on Mechatronics	/Journal/5366/ieee-asme-trans-mechatron-ieee-asme-transactions-on-mechatronics	1146	13939	IEEE-ASME TRANS MECHATRON
124	Journal of Logic and Computation	/Journal/124/logcom-journal-of-logic-and-computation	1062	13828	LOGCOM
237	Annals of Pure and Applied Logic	/Journal/237/apal-annals-of-pure-and-applied-logic	2179	13798	APAL
42	ACM Transactions on Information and System Security	/Journal/42/tissec-acm-transactions-on-information-and-system-security	325	13559	TISSEC
204	Real-time Systems	/Journal/204/rts-real-time-systems	752	13452	RTS
459	ACM Sigchi Bulletin	/Journal/459/acm-sigchi-bulletin	1923	13320	
291	Electronic Colloquium on Computational Complexity	/Journal/291/eccc-electronic-colloquium-on-computational-complexity	1489	13192	ECCC
925	Scholarpedia	/Journal/925/scholarpedia	681	13113	
364	IEEE Multimedia	/Journal/364/ieeemm-ieee-multimedia	1213	12929	IEEEMM
904	Mathematics and Computers in Simulation	/Journal/904/mathematics-and-computers-in-simulation	4986	12919	
250	Sigir Forum	/Journal/250/sigir-forum	1189	12919	SIGIR
176	Multimedia Systems	/Journal/176/mms-multimedia-systems	707	12905	MMS
2179	Journal of Process Control	/Journal/2179/j-process-control-journal-of-process-control	1434	12806	J PROCESS CONTROL
336	Computational Intelligence	/Journal/336/ci-computational-intelligence	802	12532	CI
420	Personal and Ubiquitous Computing	/Journal/420/puc-personal-and-ubiquitous-computing	868	12496	PUC
5	Software	/Journal/5/iet-software-iee-proceedings-software	596	12356	Iet Software/iee Proceedings
353	European Journal of Combinatorics	/Journal/353/ejc-european-journal-of-combinatorics	2376	12247	EJC
1060	Systems & Control Letters	/Journal/1060/scl-systems-&-control-letters	361	12234	SCL
938	Statistics and Computing	/Journal/938/statistics-and-computing	912	12220	
14246	Journal of Molecular Graphics	/Journal/14246/journal-of-molecular-graphics	966	12095	
341	Computers & Security	/Journal/341/compsec-computers-&-security	3693	12044	COMPSEC
320	Distributed Computing	/Journal/320/dc-distributed-computing	579	12042	DC
12	IEEE Data(base) Engineering Bulletin	/Journal/12/debu-ieee-data-base-engineering-bulletin	1064	12022	DEBU
801	Bell Labs Technical Journal	/Journal/801/bltj-bell-labs-technical-journal	944	12013	BLTJ
853	IEEE Transactions on Robotics	/Journal/853/trob-ieee-transactions-on-robotics	1075	11997	TRob
79	International Journal of Parallel Programming	/Journal/79/ijpp-international-journal-of-parallel-programming	1054	11751	IJPP
116	Journal of Functional Programming	/Journal/116/jfp-journal-of-functional-programming	882	11709	JFP
245	Artificial Intelligence Review	/Journal/245/air-artificial-intelligence-review	953	11627	AIR
4484	Computers and Biomedical Research	/Journal/4484/comput-biomed-res-computers-and-biomedical-research	1441	11369	COMPUT BIOMED RES
5595	Journal of Robotic Systems	/Journal/5595/j-robotic-syst-journal-of-robotic-systems	992	11312	J ROBOTIC SYST
171	Annals of Mathematics and Artificial Intelligence	/Journal/171/amai-annals-of-mathematics-and-artificial-intelligence	1329	11287	AMAI
61	Interacting with Computers	/Journal/61/iwc-interacting-with-computers	946	11122	IWC
21	IEEE Transactions on Information Technology in Biomedicine	/Journal/21/titb-ieee-transactions-on-information-technology-in-biomedicine	1217	11081	TITB
786	Advances in Computational Mathematics	/Journal/786/adv-comput-math-advances-in-computational-mathematics	768	11061	Adv. Comput. Math.
292	Computational Geometry: Theory and Applications	/Journal/292/comgeo-computational-geometry-theory-and-applications	1066	11007	COMGEO
175	User Modeling and User-adapted Interaction	/Journal/175/umuai-user-modeling-and-user-adapted-interaction	346	10990	UMUAI
283	Designs, Codes and Cryptography	/Journal/283/dcc-designs-codes-and-cryptography	2078	10960	DCC
785	Ad Hoc Networks	/Journal/785/ad-hoc-networks	712	10959	
4483	Computers in Biology and Medicine	/Journal/4483/comput-biol-med-computers-in-biology-and-medicine	2200	10918	COMPUT BIOL MED
888	Journal of Visual Communication and Image Representation	/Journal/888/jvcir-journal-of-visual-communication-and-image-representation	1123	10898	JVCIR
1043	IEEE Transactions on Electronic Computers	/Journal/1043/ieee-trans-electron-comput-ieee-transactions-on-electronic-computers	1568	10867	IEEE Trans. Electron. Comput.
230	Autonomous Agents and Multi-agent Systems	/Journal/230/aamas-autonomous-agents-and-multi-agent-systems	552	10849	AAMAS
427	Transactions of The Society for Modeling and Simulation International	/Journal/427/simulation-transactions-of-the-society-for-modeling-and-simulation-international	4071	10794	SIMULATION
1040	IEEE Transactions on Broadcasting	/Journal/1040/ieee-trans-on-broadcast-ieee-transactions-on-broadcasting	1759	10622	IEEE Trans. on Broadcast.
246	Artificial Life	/Journal/246/alife-artificial-life	711	10496	ALIFE
397	Journal of Mathematical Imaging and Vision	/Journal/397/jmiv-journal-of-mathematical-imaging-and-vision	1022	10358	JMIV
239	Applied Artificial Intelligence	/Journal/239/aai-applied-artificial-intelligence	1021	10315	AAI
150	Knowledge Based Systems	/Journal/150/kbs-knowledge-based-systems	1631	10249	KBS
4486	Computers and Electronics in Agriculture	/Journal/4486/comput-electron-agric-computers-and-electronics-in-agriculture	1774	10146	COMPUT ELECTRON AGRIC
58	Journal of Intelligent Information Systems	/Journal/58/jiis-journal-of-intelligent-information-systems	740	10134	JIIS
33	Industrial Management and Data Systems	/Journal/33/imds-industrial-management-and-data-systems	1481	10130	IMDS
424	Sigact News	/Journal/424/sigact-sigact-news	1428	10065	SIGACT
5698	Network-computation in Neural Systems	/Journal/5698/network-comput-neural-syst-network-computation-in-neural-systems	542	9933	NETWORK-COMPUT NEURAL SYST
5237	Engineering Applications of Artificial Intelligence	/Journal/5237/eng-appl-artif-intell-engineering-applications-of-artificial-intelligence	1811	9897	ENG APPL ARTIF INTELL
380	International Journal of Pattern Recognition and Artificial Intelligence	/Journal/380/ijprai-international-journal-of-pattern-recognition-and-artificial-intelligence	1318	9847	IJPRAI
877	Journal of Complexity	/Journal/877/journal-of-complexity	1135	9688	
5197	Design Studies	/Journal/5197/design-stud-design-studies	1273	9671	DESIGN STUD
327	First Monday	/Journal/327/firstmonday-first-monday	1221	9656	FIRSTMONDAY
825	The Electronic Journal of Combinatorics	/Journal/825/electr-j-comb-the-electronic-journal-of-combinatorics	1295	9625	Electr. J. Comb.
1011	Journal of Knowledge Management	/Journal/1011/journal-of-knowledge-management	747	9601	
251	Sigkdd Explorations	/Journal/251/sigkdd-explorations	491	9564	
4497	Computerized Medical Imaging and Graphics	/Journal/4497/comput-med-imaging-graph-computerized-medical-imaging-and-graphics	1426	9514	COMPUT MED IMAGING GRAPH
