Key,ShortName,Name,HIndex,Qualis
dblp:conf/nspw,NSPW (C),,,
dblp:conf/sbp,SBP (C),,,
dblp:conf/storagess,STORAGESS (C),,,
dblp:conf/cloudcom,CLOUDCOM (C),,19,B2
dblp:journals/dagstuhl-reports,DAGSTUHL-REPORTS (J),,,
dblp:conf/asm,ASM (C),,,
dblp:journals/jisa,JISA (J),,,B4
dblp:conf/adbis,ADBIS (C),,24,B1
dblp:conf/apsec,APSEC (C),,,
dblp:conf/icycs,ICYCS (C),,,
dblp:conf/rsp,RSP (C),,20,B2
dblp:journals/robotica,ROBOTICA (J),,,B2
dblp:journals/computing,COMPUTING (J),,,B1
dblp:conf/icoin,ICOIN (C),,22,B1
dblp:conf/aiccsa,AICCSA (C),,23,B1
dblp:conf/amcis,AMCIS (C),,32,B1
dblp:conf/ciac,CIAC (C),,,
dblp:conf/uc,UC (C),,,
dblp:journals/smr,SMR (J),,,
dblp:journals/ecr,ECR (J),,,
dblp:conf/etra,ETRA (C),,3,B5
dblp:conf/muc,MUC (C),,,
dblp:reference/opt,OPT (reference),,,
dblp:conf/ctrs,CTRS (C),,,
dblp:conf/indocrypt,INDOCRYPT (C),,30,B1
dblp:conf/fdg,FDG (C),,11,B3
dblp:conf/sew,SEW (C),,20,B2
dblp:conf/gmp,GMP (C),,18,B2
dblp:journals/igpl,IGPL (J),,,
dblp:conf/csee2,CSEE2 (C),,,
dblp:conf/sasn,SASN (C),,,
dblp:conf/frocos,FROCOS (C),,1,B3
dblp:journals/vr,VR (J),,,
dblp:conf/ndqa,NDQA (C),,,
dblp:conf/doa,DOA (C),,19,B2
dblp:conf/cars,CARS (C),,,
dblp:conf/nbis,NBIS (C),,,
dblp:conf/iolts,IOLTS (C),,25,B1
dblp:conf/IEEEias,IEEEIAS (C),,,
dblp:journals/eaai,EAAI (J),,,A2
dblp:conf/dev,DEV (C),,,
dblp:conf/canpc,CANPC (C),,6,B4
dblp:journals/ife,IFE (J),,,
dblp:conf/cicc,CICC (C),,11,B2
dblp:journals/asc,ASC (J),,,A2
dblp:journals/ijsc,IJSC (J),,,B4
dblp:conf/webist,WEBIST (C),,11,B3
dblp:conf/itrust,ITRUST (C),,,
dblp:conf/vvs,VVS (C),,,
dblp:conf/edcc,EDCC (C),,17,B2
dblp:journals/jalc,JALC (J),,,
dblp:conf/plpv,PLPV (C),,,
dblp:journals/scheduling,SCHEDULING (J),,,B1
dblp:conf/snpd,SNPD (C),,,
dblp:conf/icvs,ICVS (C),,26,B1
dblp:conf/ehci,EHCI (C),,,
dblp:conf/RelMiCS,RELMICS (C),,,
dblp:journals/mj,MJ (J),,,B1
dblp:conf/ecsqaru,ECSQARU (C),,25,B1
dblp:conf/estimedia,ESTIMEDIA (C),,13,B3
dblp:journals/ijhci,IJHCI (J),,,B1
dblp:conf/trecvid,TRECVID (C),,,
dblp:conf/msr,MSR (C),,32,B1
dblp:conf/sera,SERA (C),,14,B3
dblp:conf/ccnc,CCNC (C),,31,B1
dblp:conf/dbisp2p,DBISP2P (C),,6,B4
dblp:conf/la-web,LA-WEB (C),,,
dblp:series/faia,FAIA (series),,,
dblp:conf/ciit,CIIT (C),,,
dblp:journals/paa,PAA (J),,,B1
dblp:journals/cphysics,CPHYSICS (J),,,A1
dblp:journals/ijes,IJES (J),,,
dblp:journals/soco,SOCO (J),,,B1
dblp:conf/esem,ESEM (C),,44,A2
dblp:conf/ciarp,CIARP (C),,16,B2
dblp:conf/mwcn,MWCN (C),,,
dblp:conf/ipmu,IPMU (C),,16,B2
dblp:journals/jgtools,JGTOOLS (J),,,
dblp:conf/aipr,AIPR (C),,,
dblp:conf/ictac,ICTAC (C),,15,B3
dblp:conf/mis,MIS (C),,10,B4
dblp:conf/ida,IDA (C),,21,B2
dblp:journals/deds,DEDS (J),,,
dblp:conf/trust,TRUST (C),,8,B4
dblp:journals/sac,SAC (J),,,B1
dblp:conf/drm,DRM (C),,22,B1
dblp:journals/cee,CEE (J),,,
dblp:conf/ai,AI (C),,24,B1
dblp:conf/inria,INRIA (C),,,
dblp:conf/vnc,VNC (C),,6,B4
dblp:conf/socc,SOCC (C),,20,B2
dblp:conf/ecsa,ECSA (C),,15,B3
dblp:conf/icess,ICESS (C),,,
dblp:conf/eumas,EUMAS (C),,14,B3
dblp:conf/edbtw,EDBTW (C),,,
dblp:conf/dbta,DBTA (C),,5,B4
dblp:journals/adcm,ADCM (J),,,
dblp:conf/parco,PARCO (C),,14,B3
dblp:conf/codaspy,CODASPY (C),,6,B4
dblp:conf/minenet,MINENET (C),,,
dblp:conf/icdcit,ICDCIT (C),,10,B4
dblp:conf/fmco,FMCO (C),,,
dblp:journals/na,NA (J),,,B1
dblp:journals/jcm,JCM (J),,,
dblp:conf/petra,PETRA (C),,12,B3
dblp:journals/annals,ANNALS (J),,,B3
dblp:conf/replication,REPLICATION (C),,,
dblp:conf/adaEurope,ADAEUROPE (C),,,
dblp:conf/darpa,DARPA (C),,,
dblp:conf/tase,TASE (C),,11,B3
dblp:conf/icira,ICIRA (C),,8,B4
dblp:conf/ats,ATS (C),,,
dblp:journals/ijhpcn,IJHPCN (J),,,B3
dblp:conf/eics,EICS (C),,30,B1
dblp:conf/ph,PH (C),,,
dblp:journals/virology,VIROLOGY (J),,,
dblp:journals/iee,IEE (J),,,
dblp:conf/ivs,IVS (C),,,
dblp:journals/scl,SCL (J),,,
dblp:conf/bda,BDA (C),,,
dblp:journals/re,RE (J),,,B1
dblp:conf/procomet,PROCOMET (C),,,
dblp:conf/faw,FAW (C),,,
dblp:conf/ima-ms,IMA-MS (C),,,
dblp:journals/jcise,JCISE (J),,,
dblp:conf/wi,WI (C),,39,A2
dblp:conf/mmvr,MMVR (C),,4,B4
dblp:conf/cnsr,CNSR (C),,17,B2
dblp:journals/ijpcc,IJPCC (J),,,
dblp:conf/ias,IAS (C),,16,B1
dblp:conf/icnsc,ICNSC (C),,12,B3
dblp:conf/iwann,IWANN (C),,20,B2
dblp:conf/ifm,IFM (C),,24,B1
dblp:journals/jcam,JCAM (J),,,A2
dblp:conf/nato,NATO (C),,,
dblp:conf/lopstr,LOPSTR (C),,2,B3
dblp:conf/iwpt,IWPT (C),,13,B3
dblp:conf/gg,GG (C),,,
dblp:conf/icsoft,ICSOFT (C),,10,B4
dblp:conf/edoc,EDOC (C),,42,A2
dblp:conf/netgames,NETGAMES (C),,34,B1
dblp:journals/scn,SCN (J),,,
dblp:conf/caine,CAINE (C),,9,B4
dblp:journals/cmpb,CMPB (J),,,A2
dblp:conf/isola,ISOLA (C),,7,B4
dblp:conf/ispdc,ISPDC (C),,17,B2
dblp:conf/sfm,SFM (C),,,
dblp:journals/jstsp,JSTSP (J),,,A1
dblp:journals/tii,TII (J),,,A2
dblp:conf/icmlc,ICMLC (C),,6,B4
dblp:conf/cds,CDS (C),,,
dblp:journals/fcsc,FCSC (J),,,
dblp:conf/ecal,ECAL (C),,27,B1
dblp:journals/te,TE (J),,,B1
dblp:conf/vbc,VBC (C),,,
dblp:conf/fun,FUN (C),,,
dblp:conf/nordichi,NORDICHI (C),,35,B1
dblp:journals/jgo,JGO (J),,,A2
dblp:conf/drr,DRR (C),,,
dblp:conf/ica3pp,ICA3PP (C),,10,B3
dblp:conf/samos,SAMOS (C),,16,B2
dblp:journals/siamrev,SIAMREV (J),,,
dblp:journals/jcmc,JCMC (J),,,
dblp:conf/paciia,PACIIA (C),,,
dblp:journals/jolli,JOLLI (J),,,B2
dblp:journals/jancl,JANCL (J),,,B2
dblp:journals/jssc,JSSC (J),,,
dblp:conf/jvm,JVM (C),,,
dblp:journals/ijcse,IJCSE (J),,,
dblp:conf/nems,NEMS (C),,,
dblp:journals/ijsm,IJSM (J),,,
dblp:conf/csreaSAM,CSREASAM (C),,,
dblp:conf/lid,LID (C),,,
dblp:conf/dais,DAIS (C),,18,B2
dblp:conf/ladc,LADC (C),,12,B3
dblp:conf/dmin,DMIN (C),,,
dblp:journals/jet,JET (J),,,
dblp:journals/jms,JMS (J),,,
dblp:conf/plilp,PLILP (C),,,
dblp:conf/cidm,CIDM (C),,12,B3
dblp:journals/ec,EC (J),,,A1
dblp:conf/sisw,SISW (C),,,
dblp:conf/icisc,ICISC (C),,,
dblp:conf/dils,DILS (C),,,
dblp:conf/sefm,SEFM (C),,26,B1
dblp:conf/w3c,W3C (C),,,
dblp:conf/kyotoDL,KYOTODL (C),,,
dblp:conf/dpds,DPDS (C),,,
dblp:conf/vrcai,VRCAI (C),,17,B2
dblp:conf/wd,WD (C),,8,B4
dblp:conf/ibm,IBM (C),,,
dblp:conf/scopes,SCOPES (C),,16,B2
dblp:conf/spbg,SPBG (C),,,
dblp:conf/cosps,COSPS (C),,,
dblp:journals/ercim,ERCIM (J),,,
dblp:conf/sdt,SDT (C),,,
dblp:conf/ppcp,PPCP (C),,,
dblp:conf/grapp,GRAPP (C),,9,B4
dblp:conf/psc,PSC (C),,8,B4
dblp:journals/insk,INSK (J),,,
dblp:journals/ress,RESS (J),,,
dblp:conf/valuetools,VALUETOOLS (C),,,
dblp:conf/phsn,PHSN (C),,,
dblp:journals/tis,TIS (J),,,
dblp:conf/eurodac,EURODAC (C),,,
dblp:conf/fqas,FQAS (C),,17,B2
dblp:conf/metmbs,METMBS (C),,8,B4
dblp:journals/ijbc,IJBC (J),,,
dblp:conf/robio,ROBIO (C),,22,B1
dblp:conf/waspaa,WASPAA (C),,,
dblp:conf/dasc,DASC (C),,13,B3
dblp:conf/rtdb,RTDB (C),,,
dblp:conf/os,OS (C),,,
dblp:conf/swb,SWB (C),,,
dblp:conf/damon,DAMON (C),,,
dblp:conf/tgc,TGC (C),,,
dblp:conf/rur,RUR (C),,,
dblp:conf/selmas,SELMAS (C),,11,B3
dblp:conf/sebd,SEBD (C),,,
dblp:conf/isotas,ISOTAS (C),,,
dblp:conf/pstv,PSTV (C),,,
dblp:journals/ijwmc,IJWMC (J),,,
dblp:conf/cmsb,CMSB (C),,,
dblp:journals/bsl,BSL (J),,,B1
dblp:series/lncs,LNCS (series),,,
dblp:conf/rsfdgrc,RSFDGRC (C),,,
dblp:conf/sspr,SSPR (C),,25,B1
dblp:conf/icete,ICETE (C),,5,B4
dblp:journals/itm,ITM (J),,,B1
dblp:conf/momm,MOMM (C),,,
dblp:conf/softvis,SOFTVIS (C),,28,B1
dblp:conf/ifip1-7,IFIP1-7 (C),,,
dblp:journals/chb,CHB (J),,,A2
dblp:conf/xsym,XSYM (C),,15,B3
dblp:journals/sLogica,SLOGICA (J),,,
dblp:conf/expcs,EXPCS (C),,,
dblp:conf/agp,AGP (C),,,
dblp:conf/fois,FOIS (C),,25,B1
dblp:conf/iciar,ICIAR (C),,,
dblp:conf/eusflat,EUSFLAT (C),,,
dblp:conf/tes,TES (C),,21,B2
dblp:conf/dms,DMS (C),,,
dblp:journals/nca,NCA (J),,,
dblp:conf/acivs,ACIVS (C),,18,B2
dblp:journals/amm,AMM (J),,,
dblp:conf/bicob,BICOB (C),,,
dblp:conf/vg,VG (C),,10,B4
dblp:journals/ijitdm,IJITDM (J),,,
dblp:journals/isf,ISF (J),,,B1
dblp:conf/jcit,JCIT (C),,,
dblp:journals/stp,STP (J),,,
dblp:conf/ahs,AHS (C),,,
dblp:conf/reconfig,RECONFIG (C),,9,B4
dblp:journals/jvcir,JVCIR (J),,,B1
dblp:conf/indiaSE,INDIASE (C),,,
dblp:conf/sirocco,SIROCCO (C),,21,B2
dblp:conf/gpc,GPC (C),,12,B3
dblp:conf/cimca,CIMCA (C),,16,B2
dblp:journals/csi,CSI (J),,,
dblp:conf/iccnmc,ICCNMC (C),,,
dblp:conf/icinco,ICINCO (C),,10,B4
dblp:conf/echt,ECHT (C),,,
dblp:conf/enc,ENC (C),,,
dblp:journals/toct,TOCT (J),,,
dblp:conf/airweb,AIRWEB (C),,,
dblp:conf/sws,SWS (C),,,
dblp:journals/jcse,JCSE (J),,,B4
dblp:conf/asru,ASRU (C),,20,B2
dblp:conf/dsd,DSD (C),,27,B1
dblp:journals/japll,JAPLL (J),,,B3
dblp:conf/scam,SCAM (C),,15,B3
dblp:journals/umuai,UMUAI (J),,,B1
dblp:journals/omics,OMICS (J),,,
dblp:conf/sip,SIP (C),,,
dblp:conf/ppam,PPAM (C),,,
dblp:conf/iconference,ICONFERENCE (C),,,
dblp:conf/aPcsac,APCSAC (C),,,
dblp:conf/programm,PROGRAMM (C),,,
dblp:conf/lcc,LCC (C),,,
dblp:journals/scjapan,SCJAPAN (J),,,
dblp:journals/tfs,TFS (J),,,A1
dblp:conf/ldrs,LDRS (C),,,
dblp:conf/lsms,LSMS (C),,,
dblp:journals/ftdb,FTDB (J),,,
dblp:conf/setn,SETN (C),,,
dblp:conf/iaw,IAW (C),,34,B1
dblp:conf/bcshci,BCSHCI (C),,,
dblp:conf/cl,CL (C),,17,B2
dblp:conf/adma,ADMA (C),,18,B2
dblp:conf/mud,MUD (C),,,
dblp:journals/esl,ESL (J),,,
dblp:conf/fcs,FCS (C),,5,B4
dblp:journals/constraints,CONSTRAINTS (J),,,
dblp:conf/elp,ELP (C),,,
dblp:conf/pdcat,PDCAT (C),,18,B2
dblp:conf/rules,RULES (C),,,
dblp:conf/ncm,NCM (C),,,
dblp:conf/hlppp,HLPPP (C),,,
dblp:journals/firstmonday,FIRSTMONDAY (J),,,B2
dblp:conf/socs,SOCS (C),,,
dblp:conf/saig,SAIG (C),,,
dblp:conf/wacc,WACC (C),,3,B5
dblp:conf/host,HOST (C),,14,B3
dblp:conf/pacis,PACIS (C),,,
dblp:conf/caia,CAIA (C),,1,B5
dblp:journals/ker,KER (J),,,
dblp:conf/mrc,MRC (C),,,
dblp:journals/gandc,GANDC (J),,,
dblp:conf/icadl,ICADL (C),,,
dblp:conf/metrics,METRICS (C),,,
dblp:journals/wias,WIAS (J),,,
dblp:journals/ce,CE (J),,,
dblp:conf/dfg,DFG (C),,,
dblp:conf/acisp,ACISP (C),,,
dblp:journals/adt,ADT (J),,,
dblp:conf/atc,ATC (C),,,
dblp:conf/pdpcs,PDPCS (C),,,
dblp:conf/tfcv,TFCV (C),,,
dblp:conf/ic3k,IC3K (C),,8,B4
dblp:conf/edm,EDM (C),,13,B3
dblp:conf/avbpa,AVBPA (C),,45,A2
dblp:conf/aici,AICI (C),,,
dblp:conf/apsys,APSYS (C),,,
dblp:conf/flops,FLOPS (C),,22,B1
dblp:conf/icica,ICICA (C),,2,B5
dblp:journals/jmm2,JMM2 (J),,,B4
dblp:journals/tgis,TGIS (J),,,B2
dblp:conf/synasc,SYNASC (C),,,
dblp:journals/dmtcs,DMTCS (J),,,
dblp:conf/wae,WAE (C),,,
dblp:conf/faabs,FAABS (C),,18,B2
dblp:journals/mis,MIS (J),,,
dblp:reference/dmkdh,DMKDH (reference),,,
dblp:journals/ijcat,IJCAT (J),,,
dblp:conf/isese,ISESE (C),,,
dblp:journals/connection,CONNECTION (J),,,B1
dblp:journals/sj,SJ (J),,,
dblp:journals/ecra,ECRA (J),,,A2
dblp:conf/fdl,FDL (C),,15,B3
dblp:conf/ccn,CCN (C),,,
dblp:journals/csr,CSR (J),,,
dblp:conf/csr,CSR (C),,,
dblp:journals/mlcs,MLCS (J),,,
dblp:journals/soca,SOCA (J),,,
dblp:conf/wollic,WOLLIC (C),,11,B3
dblp:journals/ijcim,IJCIM (J),,,B1
dblp:conf/ifip2-5,IFIP2-5 (C),,,
dblp:conf/itp,ITP (C),,10,B4
dblp:conf/mlmi,MLMI (C),,,
dblp:journals/ijsi,IJSI (J),,,
dblp:conf/dbvis,DBVIS (C),,,
dblp:conf/types,TYPES (C),,,
dblp:conf/chdl,CHDL (C),,,
dblp:conf/cimaging,CIMAGING (C),,,
dblp:conf/hips,HIPS (C),,10,B4
dblp:journals/ijcbdd,IJCBDD (J),,,B5
dblp:conf/tei,TEI (C),,25,B1
dblp:series/hci,HCI (series),,,
dblp:conf/ekaw,EKAW (C),,33,B1
dblp:conf/ewcbr,EWCBR (C),,,
dblp:journals/ijsr,IJSR (J),,,
dblp:conf/wkdd,WKDD (C),,10,B4
dblp:conf/cso,CSO (C),,3,B5
dblp:conf/geoinformatics,GEOINFORMATICS (C),,,
dblp:conf/fmsp,FMSP (C),,,
dblp:conf/qosip,QOSIP (C),,,
dblp:conf/incos,INCOS (C),,,
dblp:conf/imsa,IMSA (C),,10,B4
dblp:conf/mmsp,MMSP (C),,12,B2
dblp:conf/icgi,ICGI (C),,,
dblp:conf/bica,BICA (C),,4,B4
dblp:conf/planX,PLANX (C),,,
dblp:conf/ACMace,ACMACE (C),,,
dblp:conf/icvgip,ICVGIP (C),,,
dblp:journals/almob,ALMOB (J),,,A1
dblp:conf/iwls,IWLS (C),,19,B2
dblp:conf/wsna,WSNA (C),,29,B1
dblp:conf/hvei,HVEI (C),,,
dblp:conf/qofis,QOFIS (C),,,
dblp:conf/sies,SIES (C),,13,B3
dblp:conf/iwmmdbms,IWMMDBMS (C),,,
dblp:conf/aisc,AISC (C),,13,B3
dblp:conf/esann,ESANN (C),,27,B1
dblp:journals/jodi,JODI (J),,,
dblp:conf/aicv,AICV (C),,,
dblp:conf/cidu,CIDU (C),,,
dblp:conf/amcp,AMCP (C),,,
dblp:conf/crv,CRV (C),,,
dblp:journals/mags,MAGS (J),,,
dblp:conf/iccm,ICCM (C),,,
dblp:conf/iiwas,IIWAS (C),,12,B3
dblp:journals/jods,JODS (J),,,B3
dblp:journals/jcn,JCN (J),,,B2
dblp:conf/avmfss,AVMFSS (C),,,
dblp:journals/ijaras,IJARAS (J),,,
dblp:conf/stm,STM (C),,,
dblp:conf/ifip6-3,IFIP6-3 (C),,,
dblp:conf/ecweb,ECWEB (C),,27,B1
dblp:reference/bio,BIO (reference),,,
dblp:journals/ijbi,IJBI (J),,,
dblp:journals/appml,APPML (J),,,
dblp:journals/ijis,IJIS (J),,,B1
dblp:journals/jmis,JMIS (J),,,A1
dblp:conf/pvg,PVG (C),,,
dblp:conf/cnsm,CNSM (C),,6,B4
dblp:conf/parbase,PARBASE (C),,,
dblp:conf/icwl,ICWL (C),,14,B3
dblp:reference/dbsec,DBSEC (reference),,,
dblp:conf/pgm,PGM (C),,,
dblp:conf/wmash,WMASH (C),,,
dblp:conf/adbt,ADBT (C),,,
dblp:conf/icas,ICAS (C),,17,B2
dblp:journals/joi,JOI (J),,,
dblp:conf/acsd,ACSD (C),,23,B1
dblp:journals/tiis,TIIS (J),,,
dblp:conf/tqc,TQC (C),,,
dblp:conf/bmcv,BMCV (C),,,
dblp:journals/urban,URBAN (J),,,
dblp:conf/idl,IDL (C),,,
dblp:conf/ecis,ECIS (C),,33,B1
dblp:conf/essos,ESSOS (C),,,
dblp:journals/ett,ETT (J),,,
dblp:journals/aepia,AEPIA (J),,,
dblp:journals/jgt,JGT (J),,,B1
dblp:conf/icls,ICLS (C),,24,B1
dblp:conf/datalog,DATALOG (C),,,
dblp:tr/trier,TRIER (tr),,,
dblp:conf/atmn,ATMN (C),,,
dblp:conf/sasp,SASP (C),,8,B4
dblp:conf/airs,AIRS (C),,14,B3
dblp:conf/cw,CW (C),,,
dblp:conf/iwssd,IWSSD (C),,,
dblp:conf/cit,CIT (C),,22,B1
dblp:conf/isica,ISICA (C),,9,B4
dblp:conf/caivd,CAIVD (C),,,
dblp:conf/vissas,VISSAS (C),,,
dblp:conf/icmb,ICMB (C),,,
dblp:journals/informaticaLT,INFORMATICALT (J),,,B5
dblp:conf/wcet,WCET (C),,,
dblp:journals/hf,HF (J),,,
dblp:conf/nixdorf,NIXDORF (C),,,
dblp:conf/kivs,KIVS (C),,,
dblp:conf/fpt,FPT (C),,,
dblp:conf/nph,NPH (C),,,
dblp:conf/sadfe,SADFE (C),,,
dblp:conf/wm,WM (C),,,
dblp:conf/cdb,CDB (C),,,
dblp:conf/aes,AES (C),,,
dblp:conf/amt,AMT (C),,,
dblp:conf/hopl,HOPL (C),,2,B5
dblp:conf/icgse,ICGSE (C),,20,B2
dblp:journals/comj,COMJ (J),,,B2
dblp:conf/larch,LARCH (C),,,
dblp:conf/pdse,PDSE (C),,,
dblp:conf/iwomp,IWOMP (C),,,
dblp:journals/jdim,JDIM (J),,,B5
dblp:conf/pdos,PDOS (C),,,
dblp:conf/iwec,IWEC (C),,,
dblp:conf/sbmf,SBMF (C),,7,B4
dblp:conf/sum,SUM (C),,,
dblp:journals/itpro,ITPRO (J),,,B2
dblp:conf/plsa,PLSA (C),,,
dblp:conf/loca,LOCA (C),,21,B2
dblp:conf/amta,AMTA (C),,4,B4
dblp:conf/ksem,KSEM (C),,11,B3
dblp:journals/pik,PIK (J),,,
dblp:conf/imacs,IMACS (C),,,
dblp:journals/ijrc,IJRC (J),,,
dblp:conf/geos,GEOS (C),,14,B3
dblp:conf/sswmc,SSWMC (C),,,
dblp:journals/etai,ETAI (J),,,
dblp:conf/icfie,ICFIE (C),,,
dblp:conf/ewcg,EWCG (C),,,
dblp:journals/siamam,SIAMAM (J),,,
dblp:conf/diagrams,DIAGRAMS (C),,,
dblp:conf/dicta,DICTA (C),,,
dblp:journals/aicom,AICOM (J),,,B2
dblp:journals/jocs,JOCS (J),,,
dblp:conf/ifip8,IFIP8 (C),,,
dblp:conf/3dor,3DOR (C),,,
dblp:journals/cai,CAI (J),,,B3
dblp:journals/cars,CARS (J),,,B2
dblp:journals/jsat,JSAT (J),,,
dblp:conf/fgcn,FGCN (C),,13,B3
dblp:conf/aiia,AIIA (C),,,
dblp:conf/eurosam,EUROSAM (C),,,
dblp:conf/dsscv,DSSCV (C),,,
dblp:conf/ictl,ICTL (C),,3,B5
dblp:conf/spatialCognition,SPATIALCOGNITION (C),,,
dblp:conf/aict,AICT (C),,22,B1
dblp:conf/gr,GR (C),,,
dblp:journals/jece,JECE (J),,,
dblp:conf/wstst,WSTST (C),,,
dblp:journals/ijswis,IJSWIS (J),,,
dblp:journals/fttcs,FTTCS (J),,,
dblp:conf/icecsys,ICECSYS (C),,,
dblp:conf/wcw,WCW (C),,9,B3
dblp:conf/kbcs,KBCS (C),,,
dblp:conf/mmsec,MMSEC (C),,,
dblp:series/natosec,NATOSEC (series),,,
dblp:journals/ijcs,IJCS (J),,,
dblp:conf/aois,AOIS (C),,8,B3
dblp:journals/ppna,PPNA (J),,,B4
dblp:conf/ssiri,SSIRI (C),,7,B4
dblp:journals/talip,TALIP (J),,,
dblp:conf/wcnis,WCNIS (C),,,
dblp:conf/colognetwente,COLOGNETWENTE (C),,,
dblp:journals/gpem,GPEM (J),,,B1
dblp:conf/icdim,ICDIM (C),,11,B3
dblp:conf/wons,WONS (C),,9,B4
dblp:journals/tcos,TCOS (J),,,B5
dblp:journals/thipeac,THIPEAC (J),,,
dblp:conf/dimacs,DIMACS (C),,,
dblp:journals/jaise,JAISE (J),,,
dblp:conf/edutainment,EDUTAINMENT (C),,14,B3
dblp:conf/sipew,SIPEW (C),,,
dblp:conf/car,CAR (C),,,
dblp:conf/sin,SIN (C),,7,B4
dblp:conf/sis,SIS (C),,,
dblp:conf/egve,EGVE (C),,10,B4
dblp:conf/icebe,ICEBE (C),,20,B2
dblp:conf/krdb,KRDB (C),,,
dblp:journals/ejasmp,EJASMP (J),,,
dblp:journals/jmm,JMM (J),,,
dblp:conf/btw,BTW (C),,,
dblp:conf/sab,SAB (C),,16,B2
dblp:journals/cim,CIM (J),,,
dblp:conf/msiw,MSIW (C),,,
dblp:conf/amma,AMMA (C),,,
dblp:conf/scai,SCAI (C),,,
dblp:series/springer,SPRINGER (series),,,
dblp:journals/tsg,TSG (J),,,
dblp:conf/paclic,PACLIC (C),,,
dblp:journals/ijaacs,IJAACS (J),,,B4
dblp:journals/ni,NI (J),,,A1
dblp:conf/gcb,GCB (C),,,
dblp:conf/medhocnet,MEDHOCNET (C),,,
dblp:conf/isd,ISD (C),,3,B4
dblp:journals/hm,HM (J),,,
dblp:conf/imecs,IMECS (C),,,
dblp:conf/ipas,IPAS (C),,,
dblp:conf/ep,EP (C),,,
dblp:conf/dpc,DPC (C),,,
dblp:journals/acr,ACR (J),,,
dblp:conf/ifip5-3,IFIP5-3 (C),,,
dblp:journals/spm,SPM (J),,,A1
dblp:conf/mediaforensics,MEDIAFORENSICS (C),,,
dblp:conf/rskt,RSKT (C),,,
dblp:conf/context,CONTEXT (C),,,
dblp:conf/dsvis,DSVIS (C),,,
dblp:journals/electronicmarkets,ELECTRONICMARKETS (J),,,
dblp:journals/intr,INTR (J),,,B1
dblp:journals/npl,NPL (J),,,B1
dblp:conf/clade,CLADE (C),,,
dblp:journals/complexity,COMPLEXITY (J),,,
dblp:conf/icre,ICRE (C),,,
dblp:conf/ictcs,ICTCS (C),,,
dblp:journals/ftir,FTIR (J),,,
dblp:conf/eef,EEF (C),,,
dblp:conf/ranlp,RANLP (C),,17,B2
dblp:conf/uic,UIC (C),,17,B2
dblp:journals/ijkdb,IJKDB (J),,,
dblp:journals/lncs,LNCS (J),,,C 
dblp:conf/emnets,EMNETS (C),,16,B2
dblp:journals/sigspatial,SIGSPATIAL (J),,,B5
dblp:conf/cg,CG (C),,,
dblp:conf/bhi,BHI (C),,,
dblp:conf/jsai,JSAI (C),,,
dblp:conf/arts,ARTS (C),,,
dblp:conf/mkern,MKERN (C),,,
dblp:conf/vcbm,VCBM (C),,,
dblp:conf/ap2pc,AP2PC (C),,,
dblp:conf/textgraphs,TEXTGRAPHS (C),,10,B4
dblp:conf/compos,COMPOS (C),,,
dblp:journals/ijcini,IJCINI (J),,,
dblp:conf/maics,MAICS (C),,,
dblp:journals/sighit,SIGHIT (J),,,
dblp:conf/humo,HUMO (C),,,
dblp:conf/cae,CAE (C),,,
dblp:journals/ijmi,IJMI (J),,,A2
dblp:conf/vecims,VECIMS (C),,4,B4
dblp:conf/dmdw,DMDW (C),,16,B2
dblp:conf/ecows,ECOWS (C),,27,B1
dblp:conf/seus,SEUS (C),,,
dblp:conf/workflow,WORKFLOW (C),,,
dblp:conf/bertinoro,BERTINORO (C),,,
dblp:conf/cinq,CINQ (C),,,
dblp:conf/iwcia,IWCIA (C),,10,B4
dblp:conf/ecp,ECP (C),,,
dblp:conf/esiat,ESIAT (C),,,
dblp:conf/iseud,ISEUD (C),,,
dblp:journals/jaciii,JACIII (J),,,
dblp:conf/ifipPACT,IFIPPACT (C),,,
dblp:conf/amdo,AMDO (C),,,
dblp:conf/isvd,ISVD (C),,,
dblp:conf/eurocal,EUROCAL (C),,,
dblp:conf/codcry,CODCRY (C),,,
dblp:conf/tdb,TDB (C),,,
dblp:conf/fasec,FASEC (C),,,
dblp:conf/hsaft,HSAFT (C),,,
dblp:journals/ijia,IJIA (J),,,
dblp:conf/egt,EGT (C),,,
dblp:conf/cmmr,CMMR (C),,2,B5
dblp:conf/bwcca,BWCCA (C),,,
dblp:conf/ifip11-4,IFIP11-4 (C),,,
dblp:conf/icce,ICCE (C),,18,B2
dblp:conf/tsd,TSD (C),,23,B1
dblp:conf/category,CATEGORY (C),,,
dblp:conf/icod,ICOD (C),,,
dblp:conf/haskell,HASKELL (C),,22,B1
dblp:conf/cig,CIG (C),,24,B1
dblp:journals/isr,ISR (J),,,
dblp:conf/iwpec,IWPEC (C),,,
dblp:conf/prima,PRIMA (C),,,
dblp:conf/ghtc,GHTC (C),,,
dblp:conf/parelec,PARELEC (C),,,
dblp:journals/interfaces,INTERFACES (J),,,B2
dblp:journals/algorithms,ALGORITHMS (J),,,
dblp:conf/cisc,CISC (C),,,
dblp:conf/acpc,ACPC (C),,,
dblp:journals/bell,BELL (J),,,B1
dblp:conf/cd,CD (C),,,
dblp:conf/gcse,GCSE (C),,,
dblp:journals/mmor,MMOR (J),,,B2
dblp:conf/sle,SLE (C),,3,B5
dblp:journals/taccess,TACCESS (J),,,
