author,a_name,score
43865,Joerg Widmer,1
105865,Andres Garcia-Saavedra,1
11343,Aura Ganz,1
24610,Xudong Wang,1
653981,Tsippy Mendelson,1
767040,Gilad Goren,1
274355,Haim Zlatokrilov,1
52962,Zohar Naor,1
11449,Admela Jukan,1
93862,Mohit Chamania,1
110586,Gerald Franzl,1
11500,Mary Baker,1
196026,Stuart Cheshire,1
33546,Paulo Gonçalves,1
67606,Patrick Loiseau,1
151213,Guillaume Dewaele,1
1411323,Pascale Vicat-Primet,1
11575,Yijie Han,1
11682,Chi Wan Sung,1
109315,Kin Kwong Leung,1
11921,Demosthenis Teneketzis,1
154430,Shrutivandana Sharma,1
42387,Rade Stanojevic,1
77390,Fred Baker,1
93645,Lukasz Budzisz,1
254723,Arieh Schlote,1
334601,Huiyu Luo,1
111760,Hung X. Nguyen,1
73377,Daniel L. Noneaker,1
120830,Joseph L. Hammond,1
12242,Frank Yeong-Sung Lin,1
12401,Kavé Salamatian,1
13671,Laurent Mathy,1
13803,Gaogang Xie,1
160211,Yingke Xie,1
223012,Layong Luo,1
26423,Xenofontas A. Dimitropoulos,1
92871,Arno Wagner,1
120660,Daniela Brauckhoff,1
22672,Mark A. Shayman,1
252323,Tuna Güven,1
12513,Polly Huang,1
12836,Hao-Hua Chu,1
138979,Su-Ling Yeh,1
154772,Shannon Chen,1
322703,Cing-yu Chu,1
99147,Aruna Balasubramanian,1
103981,Marc Liberatore,1
547505,Nathaniel E. Baughman,1
31493,Oktay Günlük,1
534837,Shiwen Chen,1
49415,Seyit Ahmet Çamtepe,1
12612,S. Shankar Sastry,1
39743,Saurabh Amin,1
21197,Xiaoqing Zhu,1
78471,Nikolaos M. Freris,1
12705,Zhipeng Cai,1
30145,Shouling Ji,1
56962,Marcel F. Neuts,1
221588,David M. Lucantoni,1
141384,Kavitha Chandra,1
12787,Pablo Rodriguez,1
51401,Vijay Erramilli,1
51996,Xiaoyuan Yang 0001,1
67814,Josep M. Pujol,1
161920,Parminder Chhabra,1
14794,Ravi Sundaram,1
17783,Sue B. Moon,1
25960,Meeyoung Cha,1
49047,Haewoon Kwak,1
87142,Yong-Yeol Ahn,1
1343144,Christian Spanner,1
12984,Ian Goldberg,1
28851,Aniket Kate,1
33302,Martin Karsten,1
61164,Maxwell Young,1
13031,Alan L. Cox,1
101025,Khaled Elmeleegy,1
168709,Shurui Huang,1
164251,Martin S. Lacher,1
30932,Arnaud Legout,1
77714,Christina Aperjis,1
13124,Y. Liu,1
94450,Z. Yang,1
463101,X.-Y. Li,1
13151,Hua Jiang,1
73820,Stephen S. Rappaport,1
13325,F. Bruce Shepherd,1
14715,Gordon T. Wilfong,1
52444,Timothy Griffin,1
13378,Michel Barbeau,1
27843,Behçet Sarikaya,1
80925,Olaf Henniger,1
18635,Niklas Carlsson,1
21783,Carey Williamson,1
1407962,Khandoker Nadim Parvez,1
128954,Ionut Trestian,1
13566,Cheng-Fu Chou,1
29754,Kate Ching-Ju Lin,1
53608,Chih-Cheng Hsu,1
504350,Ming-Shing Kuo,1
13594,Douglas S. Reeves,1
249889,Hussein F. Salama,1
13620,Jonathan Walpole,1
14641,Wu-chi Feng,1
175953,Francis Chang,1
13727,Tak-Shing Peter Yum,1
17213,Yiu-Wing Leung,1
471341,Andy K. M. Chan,1
42210,Cunqing Hua,1
328741,Philip P. To,1
33014,Kwan Lawrence Yeung,1
13830,Seung-Woo Seo,1
136601,Hyoung-Il Lee,1
1375788,David Kim Hong Tan,1
285205,Dominic DiPalantino,1
13852,Antonio Lioy,1
113988,Cataldo Basile,1
723017,Alberto Cappadonia,1
112940,Diana Berbecaru,1
516099,Luca Albertalli,1
20512,Naoaki Yamanaka,1
230007,Shinichiro Chaki,1
13962,Fatih Alagöz,1
109161,Didem Gözüpek,1
13970,Pawel Gburzynski,1
28769,Mike H. MacGregor,1
321945,Weiguang Shi,1
13986,Sumit Ghosh,1
1503795,Allen R. Bonde,1
44880,Amit Gupta,1
14087,Christoph Lindemann,1
195736,Sherif M. ElRakabawy,1
14096,Rajgopal Kannan,1
47178,Sibabrata Ray,1
17197,Muralidhar Rangaswamy,1
18807,Shuangqing Wei,1
67764,Vasu Chakravarthy,1
145367,Melih Onus,1
509583,S. Shunmuga Krishnan,1
14187,P. Glenn Gulak,1
205318,Kenneth J. Schultz,1
14206,Lin Dai,1
104188,Xinghua Sun,1
23908,Zhenhui Tan,1
64182,Jiansong Zhang,1
65210,Lixin Shi,1
88495,Ji Fang,1
276097,Shouyuan Chen,1
481917,Yuanyang Zhang,1
25606,Hossam A. ElGindy,1
46696,Diethelm Ostry,1
150183,David Moreland,1
14372,Xing Chen,1
30837,Jeremiah F. Hayes,1
152266,Rodolfo A. Milito,1
326067,Patricia E. Wirth,1
1090580,Hong-Xia Shen,1
14405,Benny Van Houdt,1
394712,Wouter Minnebo,1
89445,Guido Marchetto,1
255304,Yang Wang 0014,1
14792,Ernst W. Biersack,1
45637,Moritz Steiner,1
69667,Taoufik En-Najjary,1
14803,Stefan Leue,1
90812,Philippe Oechslin,1
90080,Spyridon Vassilaras,1
14884,Bijan Jabbari,1
188161,Daniel O. Awduche,1
14931,Daniel Massey,1
51183,Jennifer Yates,1
58139,Lee Breslau,1
61226,He Yan,1
14944,Brian L. Mark,1
49205,Gopalakrishnan Ramamurthy,1
14990,Mengchu Zhou,1
17761,Ming Yu,1
112070,Jayakrishnan Nair,1
15133,Jorma T. Virtamo,1
1046999,Hannu Rummukainen,1
97979,Julien Ridoux,1
506888,Timothy Broomhead,1
56553,Satish Babu Korada,1
15235,Kevin Jeffay,1
36930,Long Le,1
38040,F. Donelson Smith,1
157065,Jay Aikat,1
189872,David Ott,1
470697,Mikkel Christiansen,1
322255,Kaidi D. Huang,1
15243,Alexandre Proutiere,1
15265,Kyungtae Kang,1
36320,Junbeom Hur,1
15300,Jung-Shian Li,1
80913,Jian-Hong Chen,1
277139,Ching-Fang Yang,1
15307,Steve Goddard,1
178443,Yunbo Wang,1
56619,Ananth Krishnamurthy,1
75130,Neeraj Jaggi,1
171226,Colleen Shannon,1
65821,Matthew J. Luckie,1
147317,Young Hyun,1
265620,Ken Keys,1
219097,Jonathan S. Kay,1
184589,Norival R. Figueira,1
90161,Sriram Ramabhadran,1
15505,Grenville J. Armitage,1
40948,Sebastian Zander,1
44134,Philip Branch,1
151520,Thuy T. T. Nguyen,1
25350,Harsha V. Madhyastha,1
175263,Michael Butkiewicz,1
27217,Yi-Ting Chen,1
31036,Jay Cheng,1
25670,Rauf Izmailov,1
22927,Fulvio Risso,1
387904,Pierluigi Rolando,1
166497,Theodore Elhourani,1
255296,Sangman Cho,1
189043,Abishek Gopalan,1
654257,Amit Chandak,1
794037,Giridhar Jayavelu,1
404081,Shrinivasa Kini,1
15712,Kai-Yeung Siu,1
111887,Hong-Yi Tzeng,1
140876,Paolo Narváez,1
145631,Saad Mneimneh,1
15768,Anjali Agarwal,1
19666,J. William Atwood,1
110792,Bing Hu 0002,1
15866,Yih-Chun Hu,1
91832,Jerry T. Chiang,1
15877,Alan A. Bertossi,1
34106,Maurizio A. Bonuccelli,1
76167,Ori Rottenstreich,1
195754,Yossi Kanizo,1
16110,Rahul Vaze,1
485893,Rachit Garg,1
1334295,Neetish Pathak,1
16484,C. Y. Roger Chen,1
302476,Shuo-Hsien Hsiao,1
337049,Abdulaziz S. Almazyad,1
88567,Dikran S. Meliksetian,1
1046115,Georges A. Makhoul,1
629920,James V. Luciani,1
16592,Qiong Li,1
116283,David L. Mills,1
16640,Mark Coates,1
366054,Richard W. Thommes,1
22682,Vincent W. S. Chan,1
191303,Guanglei Liu,1
92528,Richard O. LaMaire,1
18237,Sekhar Tatikonda,1
124507,Haiyong Xie 0002,1
21416,Zhensheng Zhang,1
17061,Constantine Dovrolis,1
23139,Marina Thottan,1
252089,Ravi S. Prasad,1
48000,Amogh Dhamdhere,1
109876,Ahmed Elmokashfi,1
17209,Tony T. Lee,1
1412790,Jae W. Byun,1
1076494,Man Chi Chan,1
30754,Weisheng Hu,1
111551,Tong Ye,1
17541,Roberto Beraldi,1
50013,Christian Esposito,1
152939,Marco Platania,1
470201,Clark Wang,1
164859,Irene Katzela,1
25508,Dimitris Anastassiou,1
219869,Sassan Pejhan,1
299430,Paul Skelly,1
17718,Edward J. Coyle,1
181669,Seema Bandyopadhyay,1
219137,Qingjiang Tian,1
160754,Rohit Dube,1
372193,Fred Bauer,1
17773,Suresh Chalasani,1
131316,Fotios K. Liotopoulos,1
414095,Denizhan N. Alparslan,1
439815,JiaFu He,1
465590,Aleksandr Privalov,1
17963,Errol L. Lloyd,1
54270,Subramanian Ramanathan,1
17972,József Bíró,1
28053,Gábor Rétvári,1
18061,Ramón Fabregat,1
18264,José-Luis Marzo,1
95506,Fernando Solano,1
162213,Thomas Stidsen,1
76259,Janardhan R. Iyengar,1
90752,Randall R. Stewart,1
18771,M. Ümit Uyar,1
44814,Mariusz A. Fecko,1
165175,Ali Y. Duale,1
18116,Rahul Simha,1
24059,Bhagirath Narahari,1
31741,Sunil M. Shende,1
53647,Guangzhi Li,1
18131,Andrzej Jajszczyk,1
39504,Piotr Cholda,1
133821,Shan Chu,1
18226,Chunsheng Xin,1
18293,Manish Jain,1
22959,Timur Friedman,1
70206,Brice Augustin,1
18400,Bruce Hajek,1
227142,Linhai He,1
316958,Timothy Weller,1
18527,Yannis Viniotis,1
715427,Supriya Sharma,1
110131,Chris Chambers,1
140956,David Brandt,1
18661,Shengming Jiang,1
163843,Dajiang He,1
260519,Jianqiang Rao,1
18925,Edmund M. Yeh,1
152958,Yufang Xi,1
46811,Kae Won Choi,1
19101,Günter Karjoth,1
249116,Willibald A. Doeringer,1
320016,Mehdi Nassehi,1
19119,Joseph B. Evans,1
35241,Victor S. Frost,1
137715,Georgios Y. Lazarou,1
204131,Julie Baca,1
19205,Scott Jordan,1
237608,Nan Jin,1
568852,Gayathri Venkitachalam,1
324529,Ikhlaq Sidhu,1
575915,Chunlin Shi,1
1005987,Kalpana Jogi,1
19475,Arif Merchant,1
19610,Jin-Fu Chang,1
23996,Zsehong Tsai,1
656425,Lung-Sing Liang,1
775112,Chien-Hwa Chiou,1
1199536,Wen-der Wang,1
19691,Vinod Vokkarane,1
199157,Balagangadhar G. Bathula,1
56173,Cristina Cervello-Pastor,1
112931,Joan Triay,1
121943,Neal Charbonneau,1
41139,Mehmet Hadi Gunes,1
209167,Jung-Tsung Tsai,1
22882,Rajeev Agrawal,1
415424,Clayton Okino,1
524022,Rajendran Rajan,1
610606,Saleh Al-Harthi,1
19968,Yung-Ming Li,1
24656,Yong Tan,1
131731,Yong-Pin Zhou,1
20022,Bhaskaran Raman,1
67655,Kameswari Chebrolu,1
458097,Dattatraya Y. Gokhale,1
117394,Zhenzhen Ye,1
148349,Jing Ai,1
51212,Eyad H. Abed,1
106021,Priya Ranjan,1
127069,Peerapol Tinnakornsrisuphap,1
730668,Sung Hyun Chun,1
20099,Wei-Tsong Lee,1
286132,Ling-Yang Kung,1
20102,Wayne D. Grover,1
616386,Rainer R. Iraschko,1
20104,Anthony C. Boucouvalas,1
304706,Pi Huang,1
20125,Kavita Bala,1
23107,David Simchi-Levi,1
128509,Thomas E. Stern,1
210630,Krishna Bala,1
141803,R. Gopalakrishnan,1
114233,Fengmin Gong,1
20548,Peter H. Bauer,1
25833,Kamal Premaratne,1
205834,Sharad Kumar,1
20658,Pi-Chung Wang,1
28581,Chia-Tai Chan,1
78912,Hung-Yi Chang,1
87143,Chun-Liang Lee,1
20817,Hwangnam Kim,1
530563,Shinuk Woo,1
156028,Yaron Koral,1
21276,Cyriel Minkenberg,1
26444,Ilias Iliadis,1
51259,Mitchell Gusat,1
60224,Ronald P. Luijten,1
116515,François Abel,1
179269,Antonius P. J. Engbersen,1
287872,Ferdinand Gramsamer,1
128532,Nazanin Magharei,1
30496,Ángel Cuevas,1
38226,Carmen Guerrero,1
56529,Ruben Cuevas,1
60872,Sebastian Kaune,1
143777,Michal Kryczka,1
66893,Ivica Rimac,1
21360,Lena Wosinska,1
23095,Jiajia Chen,1
80147,Nina Skorin-Kapov,1
21424,Brian L. Hughes,1
630459,Ramaswamy Murali,1
32785,Varun Gupta,1
35989,Thomas Karagiannis,1
21476,Jan H. M. Korst,1
134664,Verus Pronk,1
75276,Luca De Cicco,1
21566,James Aweya,1
27952,Delfin Y. Montuno,1
31116,Michel Ouellette,1
30328,Geoffrey G. Messier,1
152156,Robert J. Davies,1
447619,Hazem Gomaa,1
148981,Yi Qiao,1
51300,David R. Choffnes,1
203620,Ao-Jan Su,1
21854,S. V. Raghavan,1
976713,B. Neelakantan,1
284754,Marco Leogrande,1
21941,Zbigniew Dziong,1
48384,Lorne Mason,1
881078,Marek Juda,1
21962,Hyong S. Kim,1
34622,Wee-Seng Soh,1
141601,Kazutaka Murakami,1
102820,Sihyung Lee,1
108663,Tina Wong,1
109500,Franck Le,1
701240,Darrell Newcomb,1
22355,Yitzhak Birk,1
318282,Noam Bloch,1
176231,Amit Mondal,1
49390,Jean-Chrysostome Bolot,1
22453,David A. Maltz,1
101510,Xin Sun 0002,1
158034,Yu-Wei Eric Sung,1
22478,Tuomas Aura,1
88929,Mikko Särelä,1
483983,Markku Antikainen,1
22754,Tsern-Huei Lee,1
392917,Jin-Jye Chou,1
298477,Kuen-Chu Lai,1
1489063,Shii-Tyng Duann,1
391298,Nai-Lun Huang,1
22768,Simon Pietro Romano,1
66905,Sabato Manfredi,1
96934,Francesco Oliviero,1
22782,Ulas C. Kozat,1
38945,Guanfeng Liang,1
52346,Fangwen Fu,1
36745,Constantino M. Lagoa,1
495026,Bernardo A. Movsichoff,1
35494,Minlan Yu,1
167266,Li (Erran) Li,1
23209,Piyush Gupta,1
37712,I-Hong Hou,1
23239,Kwok-Wai Cheung,1
978571,Kwok Shing Ho,1
182229,Beakcheol Jang,1
23300,Deepinder P. Sidhu,1
197825,Howard E. Motteler,1
989373,Raghu Vallurupalli,1
41920,Seung-Jae Han,1
23724,Michael Welzl,1
533751,Dragana Damjanovic,1
514261,Aggelos Ioannou,1
130794,Evangelia Kalyvianaki,1
170807,Ioannis Mavroidis,1
251419,Iakovos Mavroidis,1
859232,Georgios Glykopoulos,1
1465583,Georgios Sapountzis,1
145578,Tsipora P. Barzilai,1
24082,Dilip Sarkar,1
115400,Subramanian Ramakrishnan,1
225412,Uttam K. Sarkar,1
24175,Wei-Ming Lin,1
158719,Christopher J. Martinez,1
469309,Devang Pandya,1
24282,Xavier Lagrange,1
123395,Issam Mabrouki,1
306365,Gwillerm Froc,1
402590,Xinming He,1
24396,Richard D. Gitlin,1
37163,Chih-Lin I,1
175880,Gregory P. Pollini,1
54458,Mansoor Alicherry,1
300996,David S. Ahn,1
24768,Iain Phillips,1
35659,Olaf Maennel,1
117654,Mojca Ciglaric,1
1265781,Jan Zorz,1
1526434,Nejc Skoberne,1
98006,Scott Bradner,1
383336,Geoffrey Goodell,1
25004,Ye Xia 0001,1
177004,Cem Boyaci,1
275854,Bo Li 0011,1
57255,Fragkiskos Papadopoulos,1
183357,Constantinos Psomas,1
177925,Vinod Ramaswamy,1
671686,Diganto Choudhury,1
233908,Navid Abedini,1
39179,Natarajan Gautam,1
326976,Vinith Reddy,1
195898,Curtis Yu,1
362637,Masoud Akhoondi,1
32819,Subir K. Biswas,1
105883,Mengkun Yang,1
353963,Yuh-Ming Chiu,1
84744,Han Cai,1
27103,Manohar N. Murthi,1
300878,Mingyu Chen 0002,1
1220052,T. Dilusha Wickramarathna,1
25908,Soung C. Liew,1
464412,Cathy W. Chan,1
868932,Ming-Hung Ng,1
401632,Derek Chi-yin Tse,1
25967,Adarshpal S. Sethi,1
26039,Malgorzata Steinder,1
359344,Julio Escobar,1
917364,Debra Deutsch,1
117442,Michael Greenwald,1
173263,James Hughes,1
256745,Jonathan Stone,1
203638,Isidro Castineyra,1
219964,Gregory Troxel,1
412267,Walter C. Milliken,1
569946,Philip P. Carvey,1
741547,Tom Clarke,1
919580,Tracy Ma,1
920205,Trevor Mendez,1
931219,John Rokosz,1
946115,Joshua Seeger,1
965227,Ed Burgess,1
1051966,John Mcallen,1
1070729,David Waitzman,1
1140923,Scott Winterble,1
1145014,Steve Starch,1
1326920,Michael Sollins,1
1356841,Lise Graham,1
1396530,Phil Herman,1
1457589,Ronald Pettyjohn,1
1468339,Michael Hathaway,1
1483294,Allen King,1
1533255,Steve Kohalmi,1
1559566,Benjamin Tober,1
551664,Nicholas Shectman,1
58153,Stephen Pink,1
26184,Panagiotis C. Kokkinos,1
293284,Emmanouel Manos Varvarigos,1
295477,Jane M. Simmons,1
313053,Rajesh K. Pankaj,1
152182,Abhay K. Parekh,1
323794,Sara Gatmir-Motahari,1
342690,Phyllis Reuther,1
26476,John K. Antonio,1
39592,Garng M. Huang,1
54664,Wei Kang Tsai,1
26535,Dritan Nace,1
95337,Hervé Kerivin,1
1052696,Thi-Tuyet-Loan Pham,1
68426,Éric Gourdin,1
345624,Bernard Liau,1
386537,Nhat Linh Doan,1
26645,Chin-Tau A. Lea,1
175858,Anwar Alyatama,1
26700,Harish Sethu,1
77568,Yunkai Zhou,1
84433,Binbin Chen,1
299183,Yuda Zhao,1
458064,Ziling Zhou,1
217159,Andreea Picu,1
27287,Douglas G. Down,1
32256,Ted H. Szymanski,1
326618,Amir Gourgy,1
36336,Giovanna Carofiglio,1
36429,Xiao Zheng,1
27856,Perwez Shahabuddin,1
1064612,Prasad Kodaypak,1
109416,Anton Riedl,1
28319,Aris Pagourtzis,1
101605,Evangelos Bampas,1
105064,Katerina Potika,1
116903,George Pierrakos,1
28511,Urtzi Ayesta,1
91519,Matthieu Jonckheere,1
115646,Ina Maria Verloop,1
315163,Martin Erausquin,1
57977,Craig A. Shue,1
99369,Andrew J. Kalafut,1
28705,Amin Karbasi,1
34209,Sewoong Oh,1
28923,Semyon M. Meerkov,1
30669,Pierre T. Kabamba,1
56834,Choon Yik Tang,1
188955,Lotfi Benmohamed,1
29314,Michele Luglio,1
54696,Cesare Roseti,1
88821,Francesco Zampognaro,1
29645,Veselin Rakocevic,1
440259,Soroush Jahromizadeh,1
39392,Ming-Jer Tsai,1
277968,Tung-Wei Kuo,1
30121,Ching-Chi Hsu,1
90941,Zi-Tsan Chou,1
885195,Shin-Neng Hsu,1
30272,Jorge García-Vidal,1
48527,Olga Casals,1
132165,José M. Barceló,1
30332,Subbarayan Venkatesan,1
77751,Ramaswamy Chandrasekaran,1
149319,Maulin Patel,1
30343,Samy A. Mahmoud,1
150166,A. Roger Kaye,1
1100794,Daniel S. Omundsen,1
30420,Wei Wayne Li,1
36802,Xiuli Chao,1
73672,Enrique Mallada,1
71752,Andrés Ferragut,1
31289,Kevin R. Fall,1
31563,Mats Björkman,1
33030,Per Gunningberg,1
31607,Patrick W. Dowd,1
243592,Guang-Liang Li,1
75465,Tom Z. J. Fu,1
32023,David D. Clark,1
1147154,Wenjia Fang,1
54632,Karen R. Sollins,1
77272,John Wroclawski,1
91837,Robert Braden,1
319155,Kjersti Moldeklev,1
33037,Daniel Chonghwan Lee,1
144796,Lih-feng Tsaur,1
33066,Anna Tzanakaki,1
63743,Kostas Katrinis,1
392099,Piera Barcaccia,1
420760,M. Claudia Clò,1
34605,Christopher Ward,1
138641,Thomas F. Hain,1
440064,Cheong H. Choi,1
34670,Steven Chamberland,1
34821,Savo Glisic,1
186359,Beatriz Lorenzo,1
34915,Dongmei Wang,1
37993,Robert D. Doverspike,1
34940,Peter Marbach,1
60805,Ying Qiu,1
438620,Clement Yuen,1
296616,Ignacio Castro,1
45114,Sangtae Ha,1
35574,Tyrone E. Duncan,1
184595,Soshant Bali,1
719808,Yasong Jin,1
54649,Qun Zhao,1
35444,Pablo Pavón-Mariño,1
90203,Ramon Aparicio-Pardo,1
237428,Belen Garcia-Manrubia,1
35501,Ahmad R. Sharafat,1
74592,Babak Seyfe,1
86380,Mehdi Rasti,1
449203,Rajesh M. Krishnaswamy,1
126431,Tapan Kumar Nayak,1
36398,Zoran Gajic,1
727286,Sarah Koskie,1
36890,Stefano Savazzi,1
39176,Carlos A. Pomalaza-Raez,1
48472,Leonardo Goratti,1
1335541,E. Yaprak,1
73854,Henrik Lundgren,1
282152,Pascal Le Guyadec,1
37261,Paul R. Prucnal,1
171344,Alberto Bononi,1
37355,Luigi Rizzo,1
71699,Fabio Checconi,1
100901,Paolo Valente,1
319590,Lorenzo Vicisano,1
124275,Kurt M. Dresner,1
276147,Jeffrey R. K. Hartline,1
514186,Katrina J. Ray,1
599041,Ethan W. Drucker,1
108106,Benjamin E. Birnbaum,1
139809,Karyn Benson,1
850568,Esteban Molina-Estolano,1
254580,Adrian Mettler,1
290359,Edward Miller,1
1176027,Ian Ferrel,1
37423,Chung Shue Chen,1
140345,Laurent Thomas,1
163671,Van Minh Nguyen,1
37644,Ching-Ter Chang,1
59469,Chen-Shu Wang,1
52605,Rajiv Gandhi,1
55471,Arunesh Mishra,1
38203,Steven S. Lumetta,1
127818,Xiaolan Joy Zhang,1
141404,Sun-il Kim,1
38401,Rodney Van Meter,1
104330,Kae Nemoto,1
258219,W. J. Munro,1
401070,Thaddeus D. Ladd,1
38451,John N. Daigle,1
275103,Marcos Nascimento Magalhães,1
38819,Eric Bouillet,1
71295,Jean-François P. Labourdette,1
276166,Ahmet A. Akyamaç,1
214005,Sid Chaudhuri,1
38971,Yoshikuni Onozato,1
162885,Jaidev Kaniyil,1
740690,Wen De Zhong,1
38995,Daniel C. Lee 0001,1
295061,Kalyan Kuppuswamy,1
213447,Stephen L. Spitler,1
39116,Sonia M. Heemstra de Groot,1
358329,András L. Oláh,1
39259,Adrian E. Conway,1
75867,Bing-Hong Liu,1
320059,Hong-Yen Yang,1
676014,Wen-Qian Huang,1
39401,Pierre A. Humblet,1
113878,Michael G. Hluchyj,1
392436,Amit Bhargava,1
101485,Whay Chiou Lee,1
39578,Yiqiang Q. Zhao,1
97629,Sartaj K. Sahni,1
302766,Xuehong Sun,1
44742,Jun Li 0006,1
40151,Pi-Cheng Hsiu,1
230304,Chih-Chuan Cheng,1
40407,K. Ravindran,1
567618,Ting-Jian Gong,1
41897,Paul M. Chau,1
146679,Ronald D. Fellman,1
329716,Dan Picker,1
168247,Ahmed Mokhtar,1
1289007,David Lucantoni,1
42531,Paul S. Min,1
47104,Hassen Saïdi,1
62526,Manju V. Hegde,1
357675,Alex Chandra,1
116168,Morteza Naraghi-Pour,1
310164,Cesar Vargas,1
42532,Daniel Zappala,1
43543,James M. Tien,1
55231,Young Lee,1
43668,Wanyi Gu,1
485181,Yongtao Gong,1
527481,Peiyuan Lee,1
147395,Pantelis Monogioudis,1
182127,James P. Seymour,1
758085,Jerzy Miernik,1
508706,Yuanzhe Xuan,1
134352,Srisankar S. Kunniyur,1
44879,Jerzy Konorski,1
45100,Johan van Leeuwaarden,1
48681,Augustus J. E. M. Janssen,1
72356,Peter M. van de Ven,1
45163,Xudong Wang 0001,1
393723,Bhargav R. Bellur,1
274044,Gerard R. Pieris,1
46401,Francesco Rossetto,1
115874,Felix Hoffmann,1
133735,Daniel Medina,1
165414,Carl-Herbert Rokitansky,1
46958,John P. Fonseka,1
1310410,Jianxu Shi,1
47460,Hasan Cam,1
96609,Suat Özdemir,1
93039,Yijun Xiong,1
48731,Chuan-Ching Sue,1
814938,Hsaing-Wen Cheng,1
111674,Aleksandar Kolarov,1
50236,Richard J. Gibbens,1
64591,Frank P. Kelly,1
1290885,Stephen R. E. Turner,1
50250,Yu-Ping Tian,1
51838,K. Wendy Tang,1
89376,Eric C. Noel,1
52650,Jacques Lévy Véhel,1
600163,Michal Rams,1
52752,Victor Frost,1
62202,Cory C. Beard,1
1436821,Hongbo Zho,1
136341,Qinglin Wang,1
252687,Mete Kabatepe,1
255537,Jong Suk Ahn,1
56058,George W. Hart,1
711152,Samir G. Kelekar,1
56406,Krishnan Padmanabhan,1
57290,Timothy A. Gonsalves,1
439003,N. Usha Rani,1
568172,Ramachandran Madanagopal,1
57958,Girija J. Narlikar,1
85266,Anindya Basu,1
58608,Li-Da Tong,1
328828,Yi-Ming Huang,1
676723,Irene Ya-Ping Chen,1
153451,Matteo D'Ambrosio,1
407300,Paolo Coppo,1
61388,Célio Vinicius N. de Albuquerque,1
111454,Diego G. Passos,1
61640,Nah-Oak Song,1
64611,Byung-Jae Kwak,1
91041,Leonard E. Miller,1
63111,Aleksandra Smiljanic,1
243877,Bongjun Ko,1
64712,G. Anandalingam,1
478021,Neil J. Keon,1
65424,F. Wang,1
116241,J. Smith,1
350991,L. Qiu,1
388786,Y. Mao,1
1271504,S. Lam,1
66776,Maher Ali,1
67756,David M. Koppelman,1
103060,Ilan Kessler,1
68913,Dong-wan Tcha,1
437564,Yong-joo Chung,1
1073533,Taek-jin Choi,1
299267,Hu-gon Kim,1
1238059,Sung-hark Chung,1
1239738,Yong-seok Yoon,1
79517,Yaakov Kogan,1
192239,Michael P. Rumsewicz,1
436874,Bruce S. Northcote,1
75768,Stepán Kucera,1
77560,Basil S. Maglaris,1
119599,Robert Boorstyn,1
179556,Dragomir D. Dimitrijevic,1
80145,Thomas Voice,1
82215,Sarang Dharmapurikar,1
97815,Praveen Krishnamurthy,1
81558,Jonathan L. Wang,1
87810,V. Ramaswami,1
83536,John O. Limb,1
193476,Dolors Sala,1
84470,Fabián A. Chudak,1
118937,Timothy Y. Chow,1
544892,Anthony M. Ffrench,1
85074,S. Ramanathan,1
86075,Seung Ho Hong,1
99752,Abhijit K. Choudhury,1
88459,Stephane Maag,1
123542,Felipe Lalanne,1
89391,R. Radhakrishna Pillai,1
91865,Peter Newman,1
195629,Greg Minshall,1
376729,Thomas L. Lyon,1
92628,Terrence L. Fine,1
742966,Guillermo del Angel,1
95158,Erik A. van Doorn,1
290301,Frans J. M. Panken,1
100870,Richard Steinberg,1
642967,Miklós Reiter,1
102728,Tsong-Ho Wu,1
103870,Enrique Campos-Náñez,1
107238,Richard F. Hobson,1
699496,P. S. Wong,1
620477,João Luis Sobrinho,1
111267,Fabrizio Sestini,1
112002,L. Gao,1
244487,Y. Liao,1
761271,Z.-L. Zhang,1
1510081,R. Guerin,1
114040,Peter Farkas,1
114590,Eric Rosenberg,1
116776,Andrzej Karbowski,1
117926,Michael Frey,1
812731,Son Nguyen-Quang,1
120189,Stamatis Stefanakos,1
122893,George M. Stamatelos,1
184100,Vassilios N. Koukoulidis,1
124594,Peter A. Forsyth,1
309834,Kenneth R. Vetzal,1
374383,Yann d'Halluin,1
126028,George F. Georgakopoulos,1
138240,João L. Sobrinho,1
1069240,Tiago Quelhas,1
153395,Tibor Gyires,1
215747,György Terdik,1
162170,P. C. Wong,1
922100,M. S. Yeung,1
162947,Anthony J. McAuley,1
165411,Matthias Kaiserswerth,1
171566,Olufemi Komolafe,1
195044,David A. Harle,1
202814,Kathleen S. Meier-Hellstern,1
187878,Clark Jeffries,1
234824,Joel E. Cohen,1
194104,Philipp Hoschka,1
222035,D. Medhi,1
961555,Sujit Guptan,1
222077,Gilbert M. Lundy,1
1431073,H. Alphan Tipici,1
227424,David C. Feldmeier,1
251939,Yiu Kwok Tham,1
261449,Peter Kim,1
295114,Limin Hu,1
297063,Peter O'Reilly,1
322663,John Visser,1
412038,David Willis,1
449105,Carl Woolf,1
616158,Larry Strickland,1
641953,Israel Zibman,1
298081,W. Lu,1
604493,S. Sahni,1
352393,David McMillan,1
365428,Abdelnaser Mohammad Adas,1
369454,Ming H. Chan,1
606776,John P. Princen,1
380903,Paul Barker,1
383098,Jacek Swiderski,1
397274,Craig Farrell,1
1155505,John Neil,1
1162859,Duke Tantiprasut,1
476243,Jacob Sharony,1
479394,Maximilian Kriegleder,1
513508,Joanne Treurniet,1
515907,William S. Marcus,1
