,Akey,Information retrieval score
119491,Wen Zhang 0002,0.0
119405,Ömer M. Soysal,0.0
119387,Norbert Dojer,0.0
121402,Jeremy Holleman,0.0
121492,Ratan K. Ghosh,0.0
121554,Ryan J. Leduc,0.0
121593,Eduardo C. Xavier,0.0
123289,Wesley Willett,0.0
123258,Patricia Vilain,0.0
123193,Leandro Dias da Silva,0.0
123123,Marian G. Williams,0.0
122960,Nadeschda Nikitina,0.0
122955,Jack H. Noble,0.0
122933,François Major,0.0
122925,James L. Beck,0.0
122874,Yong-Lae Park,0.0
122864,Margo Seltzer,0.0
122782,Fei Chiang,0.0
122774,André Luis M. Santos,0.0
122731,Miguel Franklin de Castro,0.0
122690,Holger Hoos,0.0
122649,Arthur E. Oldehoeft,0.0
122609,Daniel Page,0.0
122489,David Cox,0.0
122451,Aurora T. R. Pozo,0.0
122397,Lauren Wilcox,0.0
122149,Hu Ding,0.0
122015,Derek Ruths,0.0
121988,Birna van Riemsdijk,0.0
121924,Joseph Hummel,0.0
121858,Frank P. Coyle,0.0
121743,Li Weigang,0.0
121718,Zachary Tatlock,0.0
121635,L. Gwenn Volkert,0.0
119384,Duncan Dubugras A. Ruiz,0.0
119360,Christina Delimitrou,0.0
119202,Rakeshbabu Bobba,0.0
117404,Farhana H. Zulkernine,0.0
117179,Giancarlo Nota,0.0
117168,Dina Schneidman-Duhovny,0.0
117155,Cosmin E. Oancea,0.0
117031,Marcel Oliveira,0.0
116990,Andrew Campbell,0.0
116969,Renata Galante,0.0
116938,João Carlos Gluz,0.0
116920,Carole-Jean Wu,0.0
116915,Hugh Anderson,0.0
116877,Dima Damen,0.0
116872,Robert Kooima,0.0
116743,Parmit K. Chilana,0.0
116741,Walter Gander,0.0
116659,Robert M. Graham,0.0
116631,Bernard L. Menezes,0.0
116602,Balasubramaniam Srinivasan,0.0
64,Anil K. Jain,0.0
116310,Siegfried Treu,0.0
116254,Jan F. Prins,0.0
116228,Shreeram S. Abhyankar,0.0
116151,Nelson Luis Saldanha da Fonseca,0.0
116060,Paul LaFollette,0.0
116003,Raquel O. Prates,0.0
115970,Elizabeth A. Unger,0.0
115901,Frank Shipman,0.0
115879,Rosa M. M. Leão,0.0
115792,Peggy Seriès,0.0
117351,Dafna Shahaf,0.0
117415,Gerald A. Marin,0.0
119169,Tuba Yavuz-Kahveci,0.0
117442,Michael Greenwald,0.0
119166,Judith E. Dayhoff,0.0
119165,Cynthia Taylor,0.0
119104,Yuriy Fofanov,0.0
119064,David Feng,0.0
119037,Michael Bender,0.0
118880,Spencer Smith,0.0
118869,Faisal Saied,0.0
118808,Sam Buss,0.0
118744,Javad Sadri,0.0
118599,Yanjing Li,0.0
118540,Hussein G. Badr,0.0
118448,Jing (Selena) He,0.0
118412,Mark Fishel,0.0
118329,Isambo Karali,0.0
118172,Christopher B. Wilson,0.0
118164,Susan A. Mengel,0.0
118152,Timothy L. Andersen,0.0
118122,Ralph Holz,0.0
118097,Nikos Pitsianis,0.0
118091,Kalinka Regina Lucas Jaquie Castelo Branco,0.0
118028,Agustin Fernández,0.0
117785,Elfar Adalsteinsson,0.0
117769,J. Kelly Flanagan,0.0
117722,Adrien Treuille,0.0
117632,Ajitha Rajan,0.0
117582,Tim Hopkins,0.0
117521,Vaithianathan Venkatasubramanian,0.0
107594,Abhishek Mishra,0.0
107512,Jian Peng 0001,0.0
107492,Mohammad Alizadeh,0.0
99,Micha Sharir,0.0
97599,Kudakwashe Dube,0.0
97529,Benjamin Smith,0.0
97420,Laure Gonnord,0.0
97417,Soon M. Chung,0.0
97386,Michael Feig,0.0
97366,Roxana Geambasu,0.0
97356,Fernando da Fonseca de Souza,0.0
97330,David Feil-Seifer,0.0
97281,Stuart Smith,0.0
97260,Christoforos E. Kozyrakis,0.0
97244,Sunita Chandrasekaran,0.0
97228,René Just,0.0
97217,Philip M. Lewis,0.0
97175,Denise Gorse,0.0
107429,Edouard Bugnion,0.0
97156,Eric McCreath,0.0
97150,Ramakrishnan Mukundan,0.0
97122,Peter G. Jeavons,0.0
97117,Ram Kumar,0.0
96992,Athanassia Alonistioti,0.0
96916,Julio Michael Stern,0.0
96852,Arijit Khan,0.0
96833,Haipeng Cai,0.0
96799,Llorenç Cerdà,0.0
96743,Vladimir Jojic,0.0
96705,Franziska Roesner,0.0
96655,Hung-Wei Tseng,0.0
96564,Ágoston E. Eiben,0.0
97610,Bheemarjuna Reddy Tamma,0.0
97629,Sartaj K. Sahni,0.0
97784,Dianne Hansford,0.0
95,Moshe Y. Vardi,0.0
100074,Dominic A. Orchard,0.0
100067,Nathan Schneider,0.0
100035,Wendi Beth Heinzelman,0.0
99821,Dheeraj Sanghi,0.0
99753,André L. Santos,0.0
99711,Yezhou Yang,0.0
99658,Sevag Gharibian,0.0
99515,Luther R. Palmer,0.0
99454,Stéphane Julia,0.0
99375,Alina Deutsch,0.0
99229,André L. M. dos Santos,0.0
99147,Aruna Balasubramanian,0.0
99117,Basura Fernando,0.0
98969,Paulo Roma Cavalcanti,0.0
98776,Raluca A. Popa,0.0
98773,Zhaoyu Liu,0.0
98583,Duncan D. Ruiz,0.0
98507,Matthew J. Thazhuthaveetil,0.0
98451,Martina A. Rau,0.0
98417,Michael Brünig,0.0
98319,Richard Nelson,0.0
98223,Christopher Bailey-Kellogg,0.0
98186,Atif Ahmad,0.0
98156,Keenan Crane,0.0
98148,Kendra M. L. Cooper,0.0
97927,Suphakant Phimoltares,0.0
97839,Heloisa Vieira da Rocha,0.0
96284,Fuhua (Frank) Cheng,0.0
96279,Cezara Dragoi,0.0
96153,Lyle A. McGeoch,0.0
94499,Jonathan Bell,0.0
94380,Simone Campanoni,0.0
94294,Martin D. Fraser,0.0
94269,Aldri Luiz dos Santos,0.0
94247,Maria Andréia F. Rodrigues,0.0
94245,Alberto Cano 0001,0.0
94174,Domenico Parente,0.0
94064,Rachit Agarwal 0001,0.0
94002,Davide Fossati,0.0
93966,Theodore W. Manikas,0.0
93901,Brian Y. Lim,0.0
93875,Pierre-François D'Haese,0.0
93727,Jerome R. Cox Jr.,0.0
93662,Arun Siddharth Konagurthu,0.0
93618,Brendan O'Connor,0.0
93604,Massimiliano Pierobon,0.0
93593,Jonghyuk Kim,0.0
93572,Robert A. van Engelen,0.0
93567,Yiannis Cotronis,0.0
93540,Abhishek Jain,0.0
93532,Dharanipragada Janakiram,0.0
93519,Bruce Tidor,0.0
93411,Rachel Blagojevic,0.0
93390,Dongfang Zhao,0.0
93317,Risi Kondor,0.0
93278,Connelly Barnes,0.0
93248,Paulo J. S. Silva,0.0
93199,Fred Martin,0.0
94433,Olivier Serres,0.0
94554,Olivier Glück,0.0
96082,Muli Safra,0.0
94740,M. Satyanarayanan,0.0
96057,Anshul Gandhi,0.0
96052,Santosh Nagarakatte,0.0
96040,Ben Reichardt,0.0
96006,Larry M. Stephens,0.0
95979,Raphael Y. de Camargo,0.0
95976,Esfandiar Haghverdi,0.0
95904,Edoardo Serra,0.0
95789,Hasan Metin Aktulga,0.0
95662,Ben Stephenson,0.0
95523,Fred G. Martin,0.0
95500,Colin Keng-Yan Tan,0.0
95458,Cristina Barrado,0.0
95421,Shwetak Patel,0.0
95418,Thomas Philip,0.0
95362,Louis I. Steinberg,0.0
95344,Olga Baysal,0.0
95296,Jeff Trinkle,0.0
95235,Ricardo Marroquim,0.0
95193,João Comba,0.0
95122,Pedro Jussieu de Rezende,0.0
95083,Mohammed E. Hoque,0.0
94997,Sathya Peri,0.0
94994,Tarcisio H. C. Pequeno,0.0
94926,Michelle Craig,0.0
94908,Sérgio Donizetti Zorzo,0.0
94876,Anand Louis,0.0
94851,Ilya Sergey,0.0
100127,Lenore Blum,0.0
100142,Cliff Stein,0.0
100188,Sudhakar Ganti,0.0
105588,Anwar Haque,0.0
105370,Wojciech Czerwinski,0.0
105349,Carla Faria Leitão,0.0
105316,Ruihong Huang,0.0
105250,Brian C. Nelson,0.0
105140,Aquinas Hobor,0.0
105127,Eduardo Souto,0.0
105084,Mehmet Can Vuran,0.0
104980,Joseph David Camp,0.0
104824,Andy D. Perkins,0.0
104778,Ken S. Stevens,0.0
104767,Ann E. Loraine,0.0
104633,Michal Cutler,0.0
104623,André M. C. Campos,0.0
104451,Sumanth Yenduri,0.0
104374,Sallie V. Sheppard,0.0
104199,Stephen Checkoway,0.0
104159,Neil T. Spring,0.0
104121,J. Christian Wild,0.0
104110,Hamid Reza Chitsaz,0.0
104031,Robert Muller,0.0
103996,Arun Natarajan,0.0
103981,Marc Liberatore,0.0
103871,Madhur Behl,0.0
103792,Chris M. Brown,0.0
103761,Sasa Misailovic,0.0
103760,Kent F. Smith,0.0
103593,Ryan Stutsman,0.0
105518,Catherine Blake,0.0
105616,Robbert Krebbers,0.0
103486,Dana Pe'er,0.0
105767,Haipeng Luo,0.0
107387,Amali Weerasinghe,0.0
107146,Elizabeth L. White,0.0
107036,Ricardo A. L. Reis,0.0
107030,Georgi Nedeltchev Gaydadjiev,0.0
107020,Claudine Badue,0.0
106938,Carl Leuschen,0.0
106875,Aly E. Fathy,0.0
106872,Michael Athans,0.0
106846,Hamid Bagheri,0.0
106726,Nils Napp,0.0
106720,Débora Maria Barroso Paiva,0.0
106713,Jacob Murray,0.0
106666,Llorenç Cerdà-Alabern,0.0
106644,Marius Silaghi,0.0
106629,Bridget T. McInnes,0.0
106156,Lars S. Nyland,0.0
106141,James W. Fawcett,0.0
106135,Michael Carbin,0.0
106119,Cody Dunne,0.0
106106,Wojciech Jaworski,0.0
106100,Marcus Costa Sampaio,0.0
105999,Robert Sheehan,0.0
105995,Stuart R. Faulk,0.0
105991,T. Patrick Martin,0.0
105832,Daniel Garcia,0.0
105802,Ilias Tagkopoulos,0.0
105800,Alvin S. Lim,0.0
103588,Roberto Tom Price,0.0
103470,Adrian Sampson,0.0
100193,Jerónimo Castrillón,0.0
102047,Houman Owhadi,0.0
101945,Siang Wun Song,0.0
101943,Claire Le Goues,0.0
101915,Peter A. O'Donnell,0.0
101884,Robert J. Full,0.0
101855,Yi Mei,0.0
101850,Richard B. Borie,0.0
101828,Andrew R. Post,0.0
101707,Denis Fernando Wolf,0.0
101584,Maria Emilia M. T. Walter,0.0
101552,Oliver Kennedy,0.0
101493,Gerhard Hirzinger,0.0
101423,Gillian Smith,0.0
101406,José Martinez,0.0
101394,Geoffrey Mainland,0.0
101269,Muhammad Rizwan Asghar,0.0
101236,Robert Akl,0.0
101130,Tomasz Kazana,0.0
101070,Celso A. S. Santos,0.0
100986,Sid Ray,0.0
100784,Colin Riba,0.0
100725,Sandra Fabbri,0.0
100665,Eric Chan-Tin,0.0
100583,Lois Wright Hawkes,0.0
100570,Cynthia Matuszek,0.0
100436,John Doyle,0.0
100421,Cem Yuksel,0.0
100250,Robert Michael Lewis,0.0
101991,Stephen Jacobs,0.0
102078,J. Nathan Foster,0.0
103457,Carlos André Guimarães Ferraz,0.0
102104,Mateen M. Rizki,0.0
103373,James E. Heliotis,0.0
103345,Dana Richards,0.0
103202,Gary Carter,0.0
103197,Paulo A. Pagliosa,0.0
103145,Russell Harmer,0.0
103138,Anoop Cherian,0.0
103130,Ricardo B. C. Prudêncio,0.0
103115,Michael Rubenstein,0.0
103110,An-I Andy Wang,0.0
103035,Ali Orooji,0.0
102965,Drew Bagnell,0.0
102883,Nedialko S. Nedialkov,0.0
102881,William N. Sumner,0.0
102852,David Bernhard,0.0
102753,Amos Ron,0.0
102668,Stephen Wolfram,0.0
102625,Jerry L. Potter,0.0
102614,Robert T. Pennock,0.0
102557,Randy Smith,0.0
102525,Yuying Li,0.0
102374,Yu Zhuang,0.0
102330,Chi-haur Wu,0.0
102264,Orlando Lee,0.0
102244,Tamara Denning,0.0
102169,Clodoveu Augusto Davis Jr.,0.0
102145,Chee Yap,0.0
102106,Arash Termehchy,0.0
123297,Virginia Vassilevska,0.0
123414,Lih-Yuan Deng,0.0
123438,Carlos Humes Jr.,0.0
152056,Tejasvi Anand,0.0
153392,Mohamed Taleb,0.0
153382,Justin W. L. Wan,0.0
153264,Marcos Nereu Arenales,0.0
153094,Claire Kenyon-Mathieu,0.0
153002,R. Jayakumar,0.0
152913,Sara Stoecklin,0.0
152839,Michael Albert,0.0
152773,Bijaya B. Karki,0.0
152758,Edward A. Luke,0.0
152735,Dilvan de Abreu Moreira,0.0
152563,Vicente Ordonez,0.0
152330,Anjan Bose,0.0
152104,Wenzel Jakob,0.0
152004,Jean X. Gao,0.0
145693,Lixia Zhang,0.0
151775,Byung-Guk Kim,0.0
151713,Nicola Dell,0.0
151697,Foteini Baldimtsi,0.0
151623,Christina von Flach G. Chavez,0.0
151532,Fernando Trinta,0.0
151531,Jan Madey,0.0
151526,Scott Kuindersma,0.0
151477,Greg Durrett,0.0
151432,Pablo Royo,0.0
151295,R. E. Ellis,0.0
151293,Chris Bystroff,0.0
151067,Christopher Kumar Anand,0.0
151057,Thad A. Polk,0.0
153595,Rajendra K. Raj,0.0
153644,Adelmo Luis Cechin,0.0
153668,Bernard Sufrin,0.0
153719,Ariadne Maria Brito Rizzoni Carvalho,0.0
156332,Virginia Torczon,0.0
156090,Etienne Vouga,0.0
155908,Chengyu Song,0.0
155854,Anil Kumar Vuppala,0.0
155850,Stefan Wuchty,0.0
155825,Kostas Alexis,0.0
155731,Feliks Kluzniak,0.0
155701,Alan Sprague,0.0
155690,Duncan Gillies,0.0
155326,Rita Maria da Silva Julia,0.0
155231,Charles Riedesel,0.0
155152,Robert Kelly,0.0
155116,Sanjay Mathrani,0.0
155050,Robert Kowalski,0.0
154976,Lionel Morel,0.0
154832,Mervin E. Muller,0.0
154825,Sonny Chan,0.0
154748,Rachelle Bosua,0.0
154622,Vincent Liu,0.0
154418,Robert Stewart,0.0
154188,Ryan Robucci,0.0
154163,John Miller,0.0
154113,Y. Raghu Reddy,0.0
154033,Kelly Caine,0.0
153850,Anantharaman Kalyanaraman,0.0
153823,Pramod Bhatotia,0.0
153742,Kemao Qian,0.0
150988,Muhammad Naveed 0001,0.0
150971,Virgil Wallentine,0.0
150945,Sushmita Roy,0.0
147949,Charlie McDowell,0.0
147842,Michael D. Grigoriadis,0.0
147762,Immanuel Trummer,0.0
147738,Bharat L. Bhuva,0.0
147691,Uwe Petersohn,0.0
147588,Elhanan Borenstein,0.0
147570,Dwight D. Egbert,0.0
147514,Flávio L. C. de Moura,0.0
147499,Alexander M. Rush,0.0
147386,Matthew Fredrikson,0.0
147214,Christian Darken,0.0
147200,Sandiway Fong,0.0
147036,Alexandre Ibrahim Direne,0.0
147000,Emmanouel A. Giakoumakis,0.0
146940,Chung-Chieh Lee,0.0
146836,Philip S. Thomas,0.0
146806,Chia Yung Han,0.0
146748,Debajyoti Bera,0.0
146716,Nadia Berthouze,0.0
146672,Robert Graham,0.0
146594,Robert Dewar,0.0
146459,Fernando Antonio Mota Trinta,0.0
146388,Michael C. Schatz,0.0
51,Jack Dongarra,0.0
146032,Katherine E. Isaacs,0.0
146019,Nick Barton,0.0
145748,Christopher Hollitt,0.0
145730,Wyatt Lloyd,0.0
147899,Anxiao Andrew Jiang,0.0
147958,Saranya Maneeroj,0.0
150943,Hélio Crestana Guardia,0.0
148107,Thomas C. Hartrum,0.0
37,Hans-Peter Seidel,0.0
150747,Flávio Morais de Assis Silva,0.0
150608,Rosangela Penteado,0.0
150540,Duen Horng (Polo) Chau,0.0
42,Kang G. Shin,0.0
150406,Cynthia Hood,0.0
150356,A. V. Subramanyam,0.0
149911,Wayne H. Ward,0.0
149514,Franck Leprévost,0.0
149478,Bruce M. Boghosian,0.0
149359,Chat Wacharamanotham,0.0
149248,Daniel L. Chester,0.0
149173,Robert Merkel,0.0
149127,Solange O. Rezende,0.0
149090,Iasonas Polakis,0.0
149075,Cesar A. V. Melo,0.0
149062,Jay A. McCarthy,0.0
148931,Charles Parker,0.0
148864,Max Mintz,0.0
148828,G. N. Srinivasa Prasanna,0.0
148748,Cas Cremers,0.0
148708,Diane Horton,0.0
148676,Carter Bays,0.0
148342,Alan L. Davis,0.0
148248,Denis Kuperberg,0.0
148232,Nahri Moreano,0.0
148186,Abraham H. Haddad,0.0
156659,Geoffrey Challen,0.0
156756,Francisco de Assis Tenório de Carvalho,0.0
156813,Siome Klein Goldenstein,0.0
167147,Avani Wildani,0.0
166926,Seth Cooper,0.0
166904,Christian J. Darken,0.0
166858,Daniel M. Fleetwood,0.0
166734,Nadia Bianchi,0.0
166434,Joseana Macêdo Fechine,0.0
166394,Antonis Dimakis,0.0
166088,Abdelhakim Senhaji Hafid,0.0
166055,Matthias H. Hennig,0.0
166031,Chris Evans,0.0
166000,Manuel E. Bermudez,0.0
165726,Edward P. Stabler Jr.,0.0
165645,Jaroslaw Nabrzyski,0.0
165477,Steven M. Conolly,0.0
165441,Paul J. Lyons,0.0
165437,John Poulton,0.0
165382,Ariel J. Feldman,0.0
165006,Rhys Price Jones,0.0
164893,Ranjitha Kumar,0.0
164775,Henry Gardner,0.0
164774,Joseana M. Fechine,0.0
164733,Sarah Nadi,0.0
164668,Stephen James Wilson,0.0
164640,Francisco V. Brasileiro,0.0
164529,Maria Christakis,0.0
164439,Peggy Lindner,0.0
164329,Alan Shaw,0.0
164317,Matthias F. Stallmann,0.0
167123,Henry D. Shapiro,0.0
167202,Cindy M. Grimm,0.0
164107,Kamlesh Tiwari,0.0
167222,Francisco José Monaco,0.0
169766,Tien Dai Bui,0.0
169747,A. William Roscoe,0.0
169631,Susana Scheimberg,0.0
169565,Lora Oehlberg,0.0
169564,Donna S. Reese,0.0
169536,Ian Holyer,0.0
169520,Donald Cohen,0.0
169465,Irina Voiculescu,0.0
169352,Ping Gui,0.0
169302,Michael B. Greenwald,0.0
169266,Brittany A. Duncan,0.0
169166,Bill Roscoe,0.0
168715,Linda B. Sherrell,0.0
168604,Subhajit Roy,0.0
168432,Christopher W. Clifton,0.0
168280,Yanni Ellen Liu,0.0
168252,André Luiz Pires Guedes,0.0
168250,John Lloyd,0.0
168239,Sriram Sankararaman,0.0
168163,Jeffrey W. Smith,0.0
167774,Paulo César Masiero,0.0
167607,Rob Smith,0.0
167579,Ruth Misener,0.0
167532,Raluca Gordân,0.0
167521,Nicolas Wu,0.0
167475,Sean B. Maynard,0.0
167392,Kami Vaniea,0.0
164257,Craig S. Henriquez,0.0
164038,Vicente G. Cancho,0.0
157002,Marcus Frean,0.0
160346,Nelson Wong,0.0
160158,Daniel Chester,0.0
160121,Rafael Bohrer Ávila,0.0
160076,Marsha J. Berger,0.0
160042,Kadangode K. Ramakrishnan,0.0
160015,Luís F. M. de Moraes,0.0
159840,Ashutosh Bhatia,0.0
159645,Fabio Tozeto Ramos,0.0
159635,Chinmay Kulkarni,0.0
159616,Michael Lustig,0.0
159607,Jiang Ming,0.0
159497,Eva Heinrich,0.0
159373,Michael S. O. Molloy,0.0
159319,Fadel Adib,0.0
159305,Ira Greenberg,0.0
159283,Carlo Kopp,0.0
159139,Bradley T. Vander Zanden,0.0
158863,Joel Moses,0.0
158716,Eulanda Miranda dos Santos,0.0
158564,Brian Potetz,0.0
158546,Edward W. Davis,0.0
158250,Ira Kalet,0.0
157978,Lawrence T. Kou,0.0
157570,Wen H. Ko,0.0
157524,Lavika Goel,0.0
157309,Soumyajit Dey,0.0
157302,Mani Golparvar Fard,0.0
157254,Charles W. Steinfield,0.0
160317,Stephen Brookes,0.0
160455,Sanne Abeln,0.0
163994,A. Th. Schreiber,0.0
160760,Shunichi Toida,0.0
163889,Donald F. Stanat,0.0
163524,Matthew Johnston,0.0
163502,Ronald W. Ferguson,0.0
163421,Yannis Cotronis,0.0
163122,Patrick D. Krolak,0.0
163119,Bhojan Anand,0.0
163072,André Luís Vasconcelos Coelho,0.0
162659,Keren Censor,0.0
162589,Mohamed Zahran,0.0
162583,Sarah Smith Heckman,0.0
162564,Niles A. Pierce,0.0
162548,Stephen H. Muggleton,0.0
162497,Cheryl D. Seals,0.0
162201,Rich Wolski,0.0
162183,Henry Neeman,0.0
161824,Pamela J. Wisniewski,0.0
161807,K. Kalorkoti,0.0
161769,W. Homer Carlisle,0.0
161762,Reza Samavi,0.0
161638,Sam Kamin,0.0
161457,Rivalino Matias Jr.,0.0
161312,Finale Doshi,0.0
161307,Willis K. King,0.0
161272,Islene C. Garcia,0.0
161271,Rakesh Verma,0.0
161115,Stephen Wong,0.0
160869,Garth Gibson,0.0
145720,Mikkel Rønne Jakobsen,0.0
145551,Ivor P. Page,0.0
123455,Nima Honarmand,0.0
129764,Richard Chapman,0.0
130817,Ji Liu 0002,0.0
130633,Aws Albarghouthi,0.0
130603,Hemerson Pistori,0.0
130600,Jeremy Johnson,0.0
130566,B. Montgomery Pettitt,0.0
130264,Damith C. Rajapakse,0.0
130167,P. Katerinis,0.0
130088,Can Isik,0.0
130027,C. Frank Starmer,0.0
129973,Steven Lumetta,0.0
129968,Paul Nelson,0.0
129910,Alexei J. Drummond,0.0
129877,Geraint Jones,0.0
129654,Christopher Batty,0.0
145498,Grace W. Rumantir,0.0
129579,Jainendra K. Navlakha,0.0
129498,Raman Balasubramanian,0.0
129360,Janet Carter,0.0
129175,Baishakhi Ray,0.0
129098,Wang-Chiew Tan,0.0
129012,Jerre D. Noe,0.0
128950,John A. Richards,0.0
128937,John C. Paolillo,0.0
128936,Brian M. Tomaszewski,0.0
128820,Long Lu,0.0
128800,Christopher A. Egert,0.0
128716,K. S. Rajan,0.0
128481,Ira J. Kalet,0.0
130939,Paul Schweizer,0.0
130946,Jeremy D. Buhler,0.0
52,Mahmut T. Kandemir,0.0
131092,Peter Nelson,0.0
133838,Ramesh C. Jain,0.0
133696,Odelia Schwartz,0.0
133462,Jennifer W. Weller,0.0
133448,Geraldo R. Mateus,0.0
133439,Cesar Marcondes,0.0
133432,John Casey,0.0
133325,Scott Niekum,0.0
133256,Brian T. Smith,0.0
133231,André R. S. Amaral,0.0
133085,Avinash Sharma,0.0
133002,Michael A. McRobbie,0.0
132914,Flávia de Almeida Barros,0.0
132874,Simon McIntosh-Smith,0.0
132805,Harry Strange,0.0
132759,Marcel Jackowski,0.0
132742,Robert M. Hyatt,0.0
132593,Christoph Börgers,0.0
132569,Patrick H. Winston,0.0
132531,Garvesh Raskutti,0.0
132343,Thomas S. Ray,0.0
132165,José M. Barceló,0.0
131900,Brian Levine,0.0
131700,Szymon Torunczyk,0.0
131697,Marcin Peczarski,0.0
131637,Karl Winklmann,0.0
131515,Nicolas Louvet,0.0
131105,David Leake,0.0
128474,Philip J. Bernhard,0.0
128264,Paul A. Farrell,0.0
128237,Simone Linz,0.0
125689,Mauricio Kischinhevsky,0.0
125672,Mario Antonio Ribeiro Dantas,0.0
125669,Oscar P. Bruno,0.0
125603,Robert Wagner,0.0
125527,Kelly E. Caine,0.0
125483,Hubert E. Dunsmore,0.0
125399,Guilherme Travassos,0.0
125271,Carla M. D. S. Freitas,0.0
125260,Howard J. Schultz,0.0
125230,Mark Lanthier,0.0
125052,Philip H. Enslow Jr.,0.0
125009,Jonathan Berant,0.0
124995,Samantha Kleinberg,0.0
124839,Raul Sidnei Wazlawick,0.0
124746,Kevin Bryson,0.0
124725,Venugopal Govindaraju,0.0
124649,K. N. King,0.0
124594,Peter A. Forsyth,0.0
124563,Christina Chan,0.0
124557,Janardhan Rao Doppa,0.0
124518,Melissa Mazmanian,0.0
124354,Aleksandra Korolova,0.0
55,Mario Gerla,0.0
124122,Gregg T. Vesonder,0.0
123740,Gopal K. Gupta,0.0
123623,Lubomir F. Bic,0.0
123619,David Barton,0.0
123592,Merrell L. Patrick,0.0
125676,Donald J. Rose,0.0
125704,Miriah D. Meyer,0.0
128231,Jeffrey Forbes,0.0
125817,David N. Turner,0.0
128129,Jan Schröder,0.0
128121,Peter Strazdins,0.0
128119,Winston Seah,0.0
128055,Karim Ali,0.0
127903,Christopher Mears,0.0
127670,Susan Older,0.0
127633,Martha White,0.0
127599,Martha A. Kim,0.0
127565,Rosângela Dellosso Penteado,0.0
126948,Venera Arnaoudova,0.0
126932,A. John Power,0.0
126887,Emily Mower Provost,0.0
126838,Franklina Maria Bragion Toledo,0.0
126722,Nicholas Vanderschantz,0.0
126681,Sanjoy Baruah,0.0
126639,Alberto F. De Souza,0.0
126527,John H. Halton,0.0
126470,Zhiyun Qian,0.0
126416,Alysson M. Costa,0.0
126238,Weiyi Shang,0.0
126235,V. S. Lakshmanan,0.0
126185,Murali R. Varanasi,0.0
126132,Michael A. Gennert,0.0
126023,Krzysztof Gajos,0.0
126017,Ronaldo A. Ferreira,0.0
126011,Alon Keinan,0.0
125896,Paulo José de Freitas Filho,0.0
133910,Michael Stiber,0.0
133987,Vinayak Naik,0.0
134115,Helen M. Byrne,0.0
142363,João Batista Neto,0.0
142298,Marty A. Humphrey,0.0
142231,Amer Dawoud,0.0
142222,Routo Terada,0.0
142132,Erin L. Brady,0.0
141827,Robert Moll,0.0
141741,Martin Elsman,0.0
141549,Evan Barba,0.0
141493,Seth Sanders,0.0
141489,D. Mitch Wilkes,0.0
141441,Steven B. Leeb,0.0
141396,Alexandros Kapravelos,0.0
141342,Matthew Thazhuthaveetil,0.0
141307,Bradley A. Malin,0.0
141276,Colin J. Dalton,0.0
141176,Alexander Miller,0.0
141132,J. Saketha Nath,0.0
141110,Moi-Tin Chew,0.0
141061,William R. Harris,0.0
140856,Biplab Banerjee,0.0
140767,Mike Barley,0.0
140763,Rahul Purandare,0.0
140594,Ronald Miller,0.0
140590,Paul B. Jackson,0.0
140366,Nicholas J. Hopper,0.0
140365,Jun-tao Guo,0.0
140348,Antonio Castelo,0.0
140066,Paul E. I. Pounds,0.0
142333,Leslie A. Kuhn,0.0
142368,Tomofumi Yuki,0.0
139741,James H. Morris,0.0
142404,Rahul Banerjee,0.0
145494,Panayiotis Takis Mathiopoulos,0.0
145005,David Hakken,0.0
144985,Reeva Lederman,0.0
144670,Nati Srebro,0.0
144473,Xuehai Qian,0.0
144307,Subodh Sharma,0.0
144198,Dale R. Thompson,0.0
144159,Dan Huttenlocher,0.0
144058,Olav Krause,0.0
144045,I-Ting Angelina Lee,0.0
143972,Scott F. Kaplan,0.0
143930,Dmitri Perkins,0.0
143909,Horace P. Yuen,0.0
143761,Parthasarathy Madhusudan,0.0
143681,David Squire,0.0
143446,Ercument Arvas,0.0
143386,Douglas R. Troeger,0.0
143316,Mosharaf Chowdhury,0.0
143296,J. C. Huang,0.0
143282,Gil Tidhar,0.0
143212,Kris Pister,0.0
142928,Dalton Serey Guerrero,0.0
142821,Alona Fyshe,0.0
142645,Mohsen Lesani,0.0
142644,Jennifer Campbell,0.0
142605,Marco Domenico Santambrogio,0.0
142521,Chandrasekhar Boyapati,0.0
140035,Kenneth Magel,0.0
139589,Michael Levison,0.0
134311,Marina Umaschi Bers,0.0
137413,Sakire Arslan Ay,0.0
137181,Benjamin J. Blalock,0.0
136871,Marco Servetto,0.0
136805,Fabian E. Bustamante,0.0
136776,Jessica D. Bayliss,0.0
136537,Jinsub Kim,0.0
136481,Maria C. Nicoletti,0.0
136471,Hartmut Geyer,0.0
136410,Sunghoon Ivan Lee,0.0
136252,Raj Sunderraman,0.0
136127,Clinton R. Foulk,0.0
136095,Chia Y. Han,0.0
135920,Iain R. Murray,0.0
135869,Samuel S. Wagstaff Jr.,0.0
135823,Aveek Dutta,0.0
135753,Yuho Jin,0.0
135579,Hassan Peyravi,0.0
135499,Claire Timpany,0.0
135200,Mingzhou Song,0.0
135162,José Augusto Suruagy Monteiro,0.0
135133,Manuel Medina,0.0
135117,Dan R. Olsen Jr.,0.0
135088,Reza Ahmadi,0.0
135060,Yuchao Dai,0.0
134892,Taylor Berg-Kirkpatrick,0.0
134856,João Bosco M. Sobral,0.0
134484,Benjamin J. Hescott,0.0
134315,François Gygi,0.0
137227,Aaron J. Elmore,0.0
